a,b,c,d,eig1,eig2,sum_squared
4,-4,0,-4,4.0,-4.0,32.0
-7,1,-5,3,-6.47213595499958,2.4721359549995796,48.0
1,0,8,10,10.0,1.0,101.0
-6,3,10,5,-8.262087348130013,7.262087348130011,121.0
-2,2,7,0,-4.872983346207417,2.872983346207417,32.0
-8,5,3,9,-8.840770846134703,9.840770846134703,175.00000000000003
2,4,3,8,0.41742430504416017,9.582575694955839,91.99999999999999
-5,-1,4,10,-4.72841614740048,9.72841614740048,117.0
9,-5,-1,-4,9.37386354243376,-4.37386354243376,107.00000000000001
6,7,6,-2,9.615773105863909,-5.615773105863908,124.0
-1,-1,-4,5,-1.6055512754639887,5.60555127546399,34.0
7,-5,9,-10,3.7201532544552744,-6.7201532544552744,58.999999999999986
-10,1,10,-9,-12.701562118716424,-6.298437881283576,201.0
-7,-10,-4,7,-9.433981132056601,9.433981132056605,177.99999999999997
-2,-8,-3,8,-4.0,10.0,116.0
-7,7,9,0,-12.174675786448736,5.174675786448736,175.0
3,7,5,-8,5.577747210701755,-10.577747210701755,142.99999999999997
4,-7,-6,6,-1.5574385243020012,11.557438524302,136.0
-4,5,3,5,-5.437171043518958,6.437171043518958,71.0
-4,-2,-7,0,-6.242640687119285,2.242640687119285,43.99999999999999
-9,1,1,-7,-9.414213562373096,-6.585786437626905,132.0
7,10,-4,-10,4.178908345800274,-7.178908345800274,69.0
2,-5,-5,1,6.524937810560445,-3.524937810560445,55.0
-6,-1,-10,-1,-7.531128874149275,0.5311288741492748,57.0
-6,1,-4,-2,-4.000000033320009,-3.9999999666799906,32.0
10,1,-10,0,8.872983346207416,1.1270166537925832,79.99999999999999
-4,10,1,7,-4.844288770224761,7.84428877022476,85.0
-8,-4,0,7,-8.0,7.0,113.0
1,-5,-6,-10,3.262087348130011,-12.262087348130013,161.00000000000003
1,0,-7,7,7.0,1.0,50.0
1,-5,-1,10,0.475062189439555,10.524937810560445,111.0
6,-2,2,-6,5.65685424949238,-5.656854249492381,64.0
-8,8,-1,4,-7.291502622129181,3.2915026221291814,64.0
-8,-5,1,4,-7.567764362830022,3.567764362830022,70.00000000000001
-5,2,8,-8,-2.227998127341234,-10.772001872658766,121.00000000000001
-7,8,10,-8,1.4582364335844602,-16.458236433584457,272.99999999999994
-8,5,-2,3,-7.0,2.0,53.0
-4,-5,-9,-2,-9.782329983125267,3.782329983125268,109.99999999999999
6,-6,1,-10,5.615773105863909,-9.615773105863909,124.0
-1,0,5,3,3.0,-1.0,10.0
-3,6,7,1,-7.782329983125269,5.782329983125267,94.0
6,3,5,3,8.653311931459037,0.34668806854096257,74.99999999999999
-2,-7,0,-5,-2.0,-5.0,29.0
4,-6,0,7,4.0,7.0,65.0
2,0,3,7,7.0,2.0,53.0
8,4,-2,-3,7.216990566028301,-2.2169905660283016,56.99999999999998
9,-10,-7,3,14.88819441731559,-2.8881944173155887,230.00000000000006
-5,5,5,-4,-9.524937810560445,0.524937810560445,91.0
2,2,-6,9,4.999999999999998,6.000000000000002,61.0
7,4,7,-9,8.591663046625442,-10.591663046625438,186.00000000000003
-1,2,7,4,-3.0,6.0,45.0
1,4,2,7,-0.12310562561766059,8.123105625617661,66.00000000000003
4,0,8,-8,-8.0,4.0,80.0
-4,10,3,3,-7.0,6.0,85.0
2,1,-2,-10,1.830951894845299,-9.8309518948453,100.0
8,0,8,7,7.0,8.0,113.0
6,-6,-8,-9,8.710288928331067,-11.71028892833107,213.0
2,5,5,-8,4.0710678118654755,-10.071067811865476,118.0
10,-3,10,-2,6.449489742783179,1.5505102572168217,44.00000000000001
0,2,0,7,0.0,7.0,49.0
2,1,7,8,1.0,9.0,82.0
-4,7,5,9,-6.289197915623472,11.289197915623472,166.99999999999997
10,-3,5,2,7.0,5.0,74.0
2,6,9,-6,6.366600265340756,-10.366600265340756,148.0
10,6,-2,-9,9.345903006477066,-8.345903006477066,157.0
7,-2,-5,0,8.2169905660283,-1.216990566028302,68.99999999999997
3,-9,-3,-8,5.066372975210779,-10.066372975210777,127.0
10,-8,-10,8,18.0,1.7763568394002505e-15,324.0
7,6,9,2,12.262087348130013,-3.262087348130011,161.00000000000003
-8,-10,-7,2,-12.746794344808963,6.746794344808964,208.0
6,0,-9,5,5.0,6.0,61.0
-9,8,8,5,-12.63014581273465,8.63014581273465,234.00000000000003
8,-2,-10,-1,9.844288770224761,-2.84428877022476,105.00000000000001
8,-10,-9,5,16.104686356149273,-3.104686356149273,269.0
1,-3,7,-9,-2.0,-6.0,40.0
-2,5,0,-4,-2.0,-4.0,20.0
-1,-1,9,7,0.35424868893541017,5.645751311064591,32.0
9,-2,4,-7,8.483314773547884,-6.483314773547883,114.00000000000001
-7,6,5,4,-9.262087348130011,6.262087348130012,125.0
9,4,7,4,12.352349955359813,0.6476500446401876,153.0
-9,2,-7,-1,-6.414213562373095,-3.585786437626905,54.0
2,-1,-2,-3,2.3722813232690143,-3.3722813232690143,17.0
-8,5,3,-2,-9.898979485566356,-0.1010205144336438,97.99999999999999
10,0,-8,-6,-6.0,10.0,136.0
1,-6,-1,-2,2.3722813232690143,-3.3722813232690143,17.0
9,-4,-9,-4,11.345903006477066,-6.345903006477066,168.99999999999997
1,6,2,-9,2.0827625302982185,-10.08276253029822,106.0
2,-4,-1,-5,2.5311288741492746,-5.531128874149275,36.99999999999999
4,5,-2,-7,3.0,-6.0,45.0
6,8,-5,-7,1.0,-2.0,5.0
-4,8,6,5,-7.761355820929154,8.761355820929152,137.0
7,5,9,8,0.7731879764631451,14.226812023536855,203.0
-1,6,2,2,-3.274917217635375,4.274917217635375,29.0
-4,-1,-9,-7,-2.1458980337503153,-8.854101966249685,83.0
3,0,8,-9,-9.0,3.0,90.0
-8,0,-5,3,3.0,-8.0,73.0
8,5,10,-4,11.273618495495704,-7.273618495495704,180.0
-3,8,9,5,-8.38083151964686,10.380831519646858,178.0
-4,-2,2,-10,-4.76393202250021,-9.23606797749979,108.0
-3,-7,-8,-8,2.3898669190297497,-13.38986691902975,185.0
2,-3,-4,-10,2.9282032302755088,-10.928203230275509,128.0
5,-5,-4,1,7.898979485566356,-1.8989794855663562,66.0
-2,0,-1,10,10.0,-2.0,104.0
-6,5,-8,9,-2.5311288741492746,5.531128874149275,36.99999999999999
5,6,9,7,-1.416198487095663,13.416198487095663,182.0
7,3,7,4,10.321825380496477,0.6781746195035225,107.0
4,2,-2,-9,3.6846584384264904,-8.68465843842649,89.0
-3,9,6,2,-8.262087348130013,7.262087348130011,121.0
5,7,6,0,9.446221994724901,-4.446221994724903,108.99999999999997
10,-4,-9,-5,12.104686356149273,-7.104686356149273,197.0
6,-4,-6,-6,7.745966692414832,-7.745966692414834,119.99999999999999
9,5,8,-2,11.881527307120106,-4.881527307120105,165.0
-6,-3,-2,-6,-3.5505102572168217,-8.449489742783179,84.0
-1,-9,-2,0,-4.772001872658765,3.772001872658766,37.0
-7,-9,-5,3,-10.366600265340756,6.366600265340756,148.0
-10,-10,-7,-7,-17.0,0.0,289.0
7,0,-10,-1,-1.0,7.0,50.0
-2,-7,-5,5,-5.37386354243376,8.37386354243376,99.00000000000001
-9,7,-1,6,-8.5178344238091,5.5178344238090995,103.0
2,7,2,6,-0.24264068711928477,8.242640687119286,68.0
-6,0,-4,-1,-1.0,-6.0,37.0
6,4,7,8,1.6148351928654954,12.385164807134505,156.0
-9,-7,-8,-4,-14.38986691902975,1.3898669190297506,209.0
7,-1,-4,-3,7.385164807134505,-3.385164807134504,66.00000000000001
-5,-10,-7,3,-10.273618495495704,8.273618495495704,174.0
6,9,7,0,11.485281374238571,-5.4852813742385695,162.0
10,3,-2,4,8.732050807568877,5.267949192431123,104.0
1,-1,8,8,2.4384471871911693,6.561552812808831,49.00000000000001
-10,6,6,4,-12.219544457292887,6.219544457292887,188.0
9,8,-2,-1,7.0,1.0,50.0
-9,-10,5,7,-4.741657386773943,2.7416573867739418,30.000000000000014
9,10,-5,-6,4.0,-1.0,17.0
-10,8,-10,10,-4.47213595499958,4.47213595499958,40.00000000000001
10,5,1,-3,10.37386354243376,-3.37386354243376,119.00000000000001
5,-10,-7,-1,10.88819441731559,-6.888194417315589,166.00000000000006
10,-4,1,4,9.23606797749979,4.76393202250021,108.0
-9,3,2,-7,-10.64575131106459,-5.354248688935409,142.0
3,3,5,-4,4.7201532544552744,-5.720153254455275,55.0
8,-9,-1,7,10.54138126514911,4.45861873485089,131.0
6,-6,1,-5,5.42442890089805,-4.424428900898052,48.99999999999997
-4,4,1,-10,-3.3944487245360104,-10.60555127546399,124.0
4,-7,2,-6,2.3166247903554,-4.3166247903554,24.0
-8,-9,-10,-2,-14.949874371066201,4.9498743710661985,248.00000000000003
-2,-4,-8,7,-4.72841614740048,9.72841614740048,117.0
0,-4,-2,-10,0.7445626465380286,-10.744562646538029,116.0
-1,-4,-9,-7,2.7082039324993694,-10.70820393249937,122.0
6,3,7,-9,7.289197915623475,-10.289197915623472,159.0
4,-10,0,-1,4.0,-1.0,17.0
-6,5,0,10,-6.0,10.0,136.0
-9,-2,-7,6,-9.881527307120106,6.8815273071201055,145.00000000000003
6,10,7,5,13.881527307120107,-2.881527307120102,201.00000000000006
-3,0,10,10,10.0,-3.0,109.0
-6,2,7,6,-7.0710678118654755,7.0710678118654755,100.00000000000001
-2,3,6,-7,0.42442890089805196,-9.424428900898052,89.0
7,9,4,0,10.446221994724903,-3.446221994724902,121.00000000000001
3,6,7,10,-0.8654599313281182,13.865459931328118,193.00000000000003
-8,-9,-10,-1,-14.611874208078344,5.6118742080783415,245.00000000000006
8,6,1,-10,8.327379053088812,-10.327379053088816,175.99999999999994
6,-8,-3,9,2.376524617020201,12.623475382979798,164.99999999999997
3,-7,5,-10,-0.8074175964327477,-6.192582403567252,39.0
-3,-4,-5,5,-5.0,7.0,74.0
9,5,-4,-2,6.701562118716424,0.29843788128357573,45.0
3,0,3,-4,-4.0,3.0,25.0
-10,2,9,-8,-13.358898943540673,-4.641101056459326,199.99999999999997
9,-7,0,-9,9.0,-9.0,162.0
3,1,6,1,4.645751311064591,-0.6457513110645905,22.0
-9,1,10,5,-9.681145747868609,5.681145747868608,126.00000000000001
-7,-3,-9,-1,-10.0,2.0,104.0
-2,4,2,6,-2.8989794855663558,6.898979485566356,55.999999999999986
3,-8,1,-3,1.0,-1.0,2.0
-9,-7,3,5,-7.291502622129181,3.291502622129181,64.0
-5,2,-7,7,-3.690415759823429,5.69041575982343,46.0
1,9,10,8,-5.611874208078344,14.61187420807834,245.0
-3,-4,5,8,-0.7015621187164243,5.701562118716424,33.0
-5,9,10,0,-12.310708435174293,7.310708435174291,205.00000000000003
10,-6,-2,4,11.582575694955839,2.41742430504416,139.99999999999997
-8,-5,6,10,-6.141428428542852,8.14142842854285,104.00000000000003
-3,10,0,-5,-3.0,-5.0,34.0
-3,-1,-8,3,-4.123105625617661,4.123105625617661,34.0
3,-1,1,-5,2.872983346207417,-4.872983346207417,32.0
-1,6,6,-8,2.446221994724901,-11.446221994724903,137.00000000000003
8,-10,1,-4,7.0990195135927845,-3.099019513592785,60.0
6,-1,-9,-5,6.764982043070834,-5.764982043070834,79.0
-3,8,0,1,-3.0,1.0,10.0
-2,-9,-3,0,-6.291502622129181,4.2915026221291805,58.0
10,-7,-1,10,12.64575131106459,7.35424868893541,213.99999999999997
9,5,-3,-7,8.0,-6.0,100.0
-1,1,3,5,-1.4641016151377544,5.464101615137754,32.0
7,10,10,1,14.44030650891055,-6.440306508910551,250.00000000000003
-2,-10,-5,-5,3.7284161474004804,-10.72841614740048,129.0
1,1,-1,-5,0.8284271247461898,-4.82842712474619,24.0
6,8,7,-5,9.787087810503357,-8.787087810503355,173.0
8,-1,-3,10,7.0,11.0,170.0
7,9,1,5,9.16227766016838,2.837722339831621,92.00000000000001
-1,-1,3,9,-0.6904157598234306,8.690415759823429,76.0
-1,-1,0,-9,-1.0,-9.0,82.0
9,-3,-4,-3,9.928203230275509,-3.928203230275509,113.99999999999999
4,-10,-6,-9,7.611874208078344,-12.61187420807834,217.0
0,-9,-7,-10,4.3808315196468595,-14.38083151964686,226.00000000000003
4,2,-3,-7,3.4244289008980537,-6.424428900898052,53.0
-1,8,7,-6,4.38986691902975,-11.38986691902975,149.0
-9,10,-3,7,-6.830951894845301,4.830951894845301,70.0
0,1,7,2,-1.8284271247461898,3.8284271247461903,18.0
-4,1,5,-3,-5.79128784747792,-1.2087121525220803,35.00000000000001
-6,0,-1,9,9.0,-6.0,117.0
7,4,-1,-4,6.623475382979798,-3.623475382979799,56.99999999999998
-7,0,1,-6,-6.0,-7.0,85.0
10,5,2,2,11.099019513592786,0.9009804864072153,124.00000000000003
6,-4,-3,2,8.0,0.0,64.0
5,-7,-3,5,9.582575694955839,0.4174243050441593,91.99999999999999
10,-1,1,1,9.88748219369606,1.112517806303939,98.99999999999999
2,-4,-1,2,4.0,0.0,16.0
5,3,0,-1,5.0,-1.0,26.0
-4,-2,-3,-6,-2.3542486889354093,-7.645751311064591,64.0
8,-1,0,4,8.0,4.0,80.0
-5,4,-6,8,-2.772001872658766,5.772001872658766,41.00000000000001
8,-1,1,-7,7.933034373659252,-6.933034373659253,111.0
7,5,-3,-7,5.8309518948453025,-5.830951894845301,68.00000000000003
1,-9,-7,-6,6.174675786448736,-11.174675786448736,163.0
-8,-2,10,7,-6.52079728939615,5.520797289396148,73.00000000000003
0,-8,-9,-2,7.54400374531753,-9.544003745317532,148.0
3,-7,-2,2,6.274917217635375,-1.274917217635375,41.0
-1,-10,-4,6,-4.72841614740048,9.72841614740048,117.0
6,-2,-7,-4,7.244997998398398,-5.244997998398398,80.0
-9,6,-3,4,-7.424428900898052,2.4244289008980524,61.0
4,2,4,-7,4.684658438426492,-7.68465843842649,81.0
5,1,-7,-8,4.437171043518958,-7.437171043518958,75.0
6,7,7,6,13.0,-0.9999999999999991,170.0
10,9,4,5,14.0,1.0,197.0
-6,10,4,6,-8.717797887081348,8.717797887081346,152.0
2,7,3,-7,3.9226162893325647,-8.922616289332565,95.00000000000001
-7,9,9,8,-11.215374513859981,12.215374513859981,274.99999999999994
10,-7,-9,-9,12.879418403139947,-11.879418403139947,307.0
-6,-1,-1,-2,-6.23606797749979,-1.7639320225002102,42.0
2,-4,-6,-1,5.623475382979799,-4.6234753829798,53.0
3,10,10,6,-5.611874208078344,14.61187420807834,245.0
-3,-5,0,8,-3.0,8.0,73.0
3,-10,0,6,3.0,6.0,45.0
-7,1,-1,-5,-6.0,-6.0,72.0
-10,-4,10,5,-6.531128874149275,1.5311288741492746,45.0
3,9,9,-5,8.848857801796106,-10.848857801796104,196.0
-6,10,7,4,-10.746794344808963,8.746794344808965,192.0
2,-8,-1,10,1.1010205144336442,10.898979485566356,119.99999999999999
-8,-2,-3,-8,-5.550510257216821,-10.449489742783179,140.0
2,-5,2,9,4.0,7.0,65.0
9,1,2,-9,9.1104335791443,-9.1104335791443,166.0
10,2,6,-2,10.928203230275509,-2.928203230275509,128.0
-4,-1,-1,9,-4.076473218982953,9.076473218982953,99.0
-2,6,4,-9,0.5207972893961461,-11.520797289396148,133.0
-7,8,6,-6,-13.446221994724901,0.44622199472490287,180.99999999999997
-4,7,10,-4,4.366600265340756,-12.366600265340756,172.00000000000003
6,-4,-7,-3,8.446221994724901,-5.446221994724903,100.99999999999999
2,-7,-5,-6,5.141428428542849,-9.14142842854285,110.0
1,-7,-2,-7,2.477225575051662,-8.47722557505166,78.0
-1,8,1,7,-1.8989794855663558,7.898979485566356,65.99999999999999
6,0,-8,6,6.0,6.0,72.0
-10,4,-2,4,-9.403124237432849,3.4031242374328485,100.0
-8,8,2,1,-9.520797289396146,2.520797289396148,96.99999999999997
2,-10,-1,4,-0.3166247903553998,6.3166247903554,39.99999999999999
-4,7,5,3,-7.37386354243376,6.37386354243376,95.0
1,-3,-9,-4,4.2662812973353965,-7.266281297335398,70.99999999999999
-2,3,-3,8,-1.0,7.0,50.0
-9,0,3,5,5.0,-9.0,106.0
9,-5,-7,4,12.922616289332565,0.07738371066743532,167.0
-10,-4,1,-1,-9.531128874149275,-1.4688711258507252,93.0
-6,1,7,-1,-7.140054944640259,0.14005494464025925,50.99999999999999
-5,1,-4,7,-4.65685424949238,6.656854249492381,66.0
-9,-1,4,1,-8.58257569495584,0.58257569495584,74.0
6,-7,-4,-2,8.6332495807108,-4.6332495807108,96.0
8,-4,-9,-5,10.345903006477066,-7.345903006477066,161.0
-9,1,4,3,-9.324555320336758,3.3245553203367586,97.99999999999999
-8,-8,-1,8,-8.485281374238571,8.48528137423857,144.0
-8,1,5,6,-8.348469228349535,6.3484692283495345,110.0
-1,-4,6,9,2.999999999999999,5.0,33.99999999999999
-2,2,8,10,-3.2111025509279774,11.21110255092798,136.0
-5,-7,-8,-8,1.1321687612368745,-14.132168761236874,201.00000000000003
-7,-6,-3,5,-8.348469228349533,6.3484692283495345,109.99999999999997
-8,1,-3,2,-7.690415759823431,1.6904157598234295,62.000000000000014
-7,3,3,2,-7.9083269131959835,2.908326913195984,71.0
-9,2,9,-9,-4.757359312880714,-13.242640687119284,197.99999999999994
9,0,4,0,0.0,9.0,81.0
9,-4,-4,2,10.815072906367325,0.18492709363267545,117.0
-2,10,2,1,-5.216990566028302,4.2169905660283025,45.0
2,-1,-10,-3,3.5311288741492746,-4.531128874149275,32.99999999999999
5,2,-8,-8,3.623475382979798,-6.623475382979799,56.999999999999986
-6,0,-4,10,10.0,-6.0,136.0
-1,-1,9,-9,-2.35424868893541,-7.645751311064591,64.0
-8,-3,0,2,-8.0,2.0,68.0
5,1,-4,-4,4.531128874149275,-3.5311288741492746,32.99999999999999
6,2,0,-5,6.0,-5.0,61.0
3,-5,-5,-9,4.810249675906654,-10.810249675906654,140.0
9,4,6,-3,10.745966692414832,-4.745966692414834,137.99999999999997
-6,6,9,-10,-0.38422689413609135,-15.615773105863909,244.0
7,4,-6,-4,3.9999999999999982,-0.9999999999999991,16.999999999999986
8,-1,4,-1,7.531128874149275,-0.5311288741492748,57.0
5,1,7,-10,5.452986860293432,-10.452986860293434,139.0
5,-5,-8,-9,7.433981132056605,-11.433981132056603,186.0
-9,2,-2,5,-8.70820393249937,4.708203932499369,98.0
9,2,-4,-1,8.123105625617661,-0.12310562561766059,66.00000000000003
-9,10,4,5,-11.433981132056601,7.433981132056604,185.99999999999994
8,-2,8,-4,6.47213595499958,-2.4721359549995796,48.0
-10,-5,0,-10,-10.0,-10.0,200.0
10,-4,-5,3,12.178908345800274,0.8210916541997264,149.0
-9,-7,0,4,-9.0,4.0,97.0
7,-10,-8,-8,11.17261752992875,-12.172617529928752,272.99999999999994
-4,-10,0,-5,-4.0,-5.0,41.0
9,-8,8,-9,4.1231056256176615,-4.123105625617661,34.00000000000001
7,1,-1,-6,6.922616289332563,-5.922616289332565,82.99999999999999
-2,-9,-9,-5,5.6241437954473295,-12.62414379544733,191.0
-1,7,1,-7,0.0,-8.0,64.0
10,6,4,-5,11.45823643358446,-6.458236433584458,173.00000000000003
-6,3,10,2,-8.782329983125267,4.782329983125269,100.0
2,5,0,10,2.0,10.0,104.0
-9,-5,-5,3,-10.810249675906654,4.810249675906654,140.0
0,-3,-3,-10,0.8309518948453007,-10.8309518948453,118.0
10,-4,-5,10,14.47213595499958,5.52786404500042,240.0
-3,8,10,9,-7.770329614269009,13.770329614269007,250.0
-3,3,7,5,-5.08276253029822,7.082762530298219,76.0
-2,4,-1,5,-1.3722813232690143,4.372281323269014,21.0
-7,9,2,-6,-10.772001872658766,-2.227998127341234,121.00000000000001
-4,-2,-3,5,-4.623475382979798,5.623475382979799,52.999999999999986
10,-10,-2,2,12.0,0.0,144.0
8,6,0,-3,8.0,-3.0,73.0
-6,-1,-4,-1,-6.701562118716424,-0.2984378812835756,45.0
-9,1,-6,9,-8.660254037844389,8.660254037844387,150.00000000000006
-4,5,9,-10,0.34846922834953276,-14.348469228349536,206.00000000000006
-10,6,-10,10,-6.32455532033676,6.324555320336759,80.00000000000003
9,2,-2,4,8.0,5.0,89.0
-8,3,0,1,-8.0,1.0,65.0
5,6,8,4,11.446221994724901,-2.446221994724903,136.99999999999997
-10,4,8,-7,-14.352349955359813,-2.647650044640188,213.0
0,-6,-8,2,-6.0,8.0,100.0
-1,0,7,-9,-9.0,-1.0,82.0
-4,-2,-1,7,-4.178908345800274,7.178908345800274,69.0
-4,-4,-8,1,-7.684658438426492,4.68465843842649,81.00000000000001
10,-7,2,-10,9.273618495495704,-9.273618495495704,172.0
-8,5,-7,5,-4.192582403567252,1.1925824035672523,19.000000000000004
8,-10,-6,8,15.745966692414832,0.25403330758516507,247.99999999999994
0,2,9,-6,2.196152422706632,-8.196152422706632,72.0
10,-7,-7,-7,12.51135777277262,-9.51135777277262,246.99999999999994
-7,9,10,7,-11.789826122551595,11.789826122551595,277.99999999999994
-4,4,-4,10,-2.7445626465380286,8.744562646538029,84.0
6,5,8,-2,9.483314773547884,-5.483314773547883,120.00000000000001
3,6,-6,-9,-2.9999999483808635,-3.0000000516191365,18.000000000000004
9,5,3,3,10.898979485566356,1.1010205144336438,119.99999999999999
-10,-8,-4,4,-12.0,6.0,180.0
5,-7,1,-4,4.14005494464026,-3.1400549446402595,27.000000000000014
3,1,-8,-6,2.0,-5.0,29.0
6,-1,-1,0,6.16227766016838,-0.16227766016837933,38.00000000000001
6,-6,2,-1,3.0,2.0,13.0
-7,7,-2,7,-5.916079783099617,5.916079783099616,70.00000000000001
7,-1,-5,2,7.854101966249685,1.1458980337503155,63.0
-1,7,9,5,-6.485281374238571,10.48528137423857,152.0
-5,2,-7,3,-2.414213562373095,0.4142135623730949,6.0
1,-9,1,-6,-0.6972243622680052,-4.302775637731995,19.0
-6,2,-2,-1,-5.0,-2.0,29.0
-8,-2,-9,-8,-3.7573593128807143,-12.242640687119284,163.99999999999997
-9,-2,1,1,-8.795831523312721,0.7958315233127196,78.00000000000003
3,-6,-1,1,4.645751311064591,-0.6457513110645905,22.0
-1,0,-9,-6,-6.0,-1.0,37.0
-4,-5,-8,2,-8.0,6.0,100.0
-7,-9,0,-4,-7.0,-4.0,65.0
-9,7,10,-7,-16.42614977317636,0.42614977317635816,270.0
-3,9,3,1,-6.5677643628300215,4.567764362830022,64.0
10,7,0,-3,10.0,-3.0,109.0
-9,4,-2,8,-8.5156097709407,7.515609770940698,129.0
9,-3,8,-6,7.178908345800274,-4.178908345800274,69.0
0,4,-3,8,2.0,6.0,40.0
-3,8,7,-1,-9.54983443527075,5.54983443527075,122.0
-4,-2,-10,8,-5.483314773547882,9.483314773547884,120.0
5,-4,1,-3,4.464101615137754,-2.4641016151377544,25.999999999999996
-10,0,-10,0,0.0,-10.0,100.0
7,7,10,5,14.426149773176359,-2.426149773176358,214.00000000000003
2,-4,-10,5,-3.0,10.0,109.0
3,-5,-4,1,6.582575694955841,-2.5825756949558394,50.00000000000001
-8,3,8,5,-9.639410298049853,6.639410298049853,137.0
10,-2,-1,10,11.414213562373096,8.585786437626904,204.0
-2,4,9,-9,1.4462219947249029,-12.446221994724901,156.99999999999997
-8,-5,-8,-1,-11.72841614740048,2.72841614740048,145.0
-5,5,6,8,-7.0,10.0,149.0
9,1,-6,-8,8.639410298049853,-7.639410298049853,133.0
0,-7,-6,-10,3.1853527718724504,-13.18535277187245,184.0
7,1,2,-2,7.216990566028301,-2.216990566028302,56.99999999999998
-9,-6,2,5,-8.08276253029822,4.082762530298219,82.0
5,-8,-7,0,10.38986691902975,-5.389866919029751,137.0
-1,-2,0,5,-1.0,5.0,26.0
-1,6,8,-9,3.0000000000000018,-13.0,178.0
-8,3,5,-10,-5.0,-13.0,194.0
-1,-5,1,-7,-2.0,-6.0,40.0
-8,1,-4,1,-7.531128874149275,0.5311288741492748,57.0
10,0,-6,-8,-8.0,10.0,164.0
6,-9,-10,-4,11.72380529476361,-9.723805294763608,232.0
-9,-3,-2,-8,-11.0,-6.0,157.0
-9,-4,-6,10,-10.188779163215976,11.188779163215974,229.0
-6,9,2,10,-7.055385138137417,11.055385138137417,172.00000000000003
-9,-5,-2,-8,-11.701562118716424,-5.298437881283576,165.0
2,8,1,5,0.29843788128357573,6.701562118716424,45.0
8,-8,1,-6,7.4031242374328485,-5.4031242374328485,84.0
-9,-4,2,4,-8.352349955359813,3.352349955359813,81.0
-8,10,9,-6,-16.539392014169458,2.5393920141694544,280.00000000000006
-3,-10,-3,7,-5.416198487095663,9.416198487095663,118.0
9,5,7,9,14.916079783099617,3.0839202169003848,232.00000000000003
1,2,2,-1,2.23606797749979,-2.23606797749979,10.000000000000002
-4,3,5,4,-5.567764362830022,5.567764362830022,62.000000000000014
1,-2,-3,7,0.12701665379258298,7.872983346207417,62.0
7,2,7,4,9.531128874149275,1.468871125850725,93.0
-2,-1,7,6,-1.0,5.0,26.0
7,-4,-7,-6,8.881527307120106,-7.8815273071201055,141.0
3,4,6,-10,4.639410298049853,-11.639410298049853,157.0
10,6,0,6,10.0,6.0,136.0
3,9,8,10,-2.678779875342908,15.678779875342912,253.00000000000006
-4,2,7,3,-5.6234753829798,4.623475382979799,53.0
-10,-4,-3,7,-10.678779875342912,7.67877987534291,173.00000000000003
-5,-8,-6,-9,0.21110255092797914,-14.21110255092798,202.00000000000003
9,-7,-1,-1,9.65685424949238,-1.6568542494923801,96.0
10,0,5,6,6.0,10.0,136.0
5,-4,5,-8,3.2169905660283007,-6.216990566028302,48.999999999999986
5,-3,1,-8,4.764982043070834,-7.764982043070834,83.0
6,10,7,0,11.88819441731559,-5.888194417315589,176.00000000000003
-7,5,6,-2,-10.520797289396146,1.5207972893961488,112.99999999999997
10,-5,-8,9,15.844288770224761,3.1557112297752408,261.0
-5,-4,-10,-10,-0.6992647456322771,-14.300735254367721,204.99999999999997
4,4,2,3,6.372281323269014,0.6277186767309857,41.0
-4,3,-1,6,-3.6904157598234306,5.69041575982343,46.000000000000014
3,-3,-7,5,-0.6904157598234297,8.69041575982343,76.00000000000003
2,9,7,3,-5.452986860293432,10.452986860293434,139.0
7,-6,-2,-8,7.761355820929154,-8.761355820929152,137.0
-3,9,-1,8,-2.1097722286464435,7.1097722286464435,55.0
10,-8,0,0,10.0,0.0,100.0
6,5,-4,-7,4.216990566028301,-5.216990566028302,44.999999999999986
8,1,4,0,8.47213595499958,-0.4721359549995794,72.0
-6,-6,4,7,-3.772001872658766,4.772001872658766,37.00000000000001
0,1,-9,9,1.1458980337503153,7.854101966249685,63.0
-5,8,0,-9,-5.0,-9.0,106.0
-3,0,-6,7,7.0,-3.0,58.0
7,3,-1,-8,6.797259759663213,-7.797259759663212,107.0
-2,-8,0,1,-2.0,1.0,5.0
3,0,-4,10,10.0,3.0,109.0
-1,0,4,8,8.0,-1.0,65.0
5,10,9,1,12.695359714832659,-6.695359714832658,206.00000000000003
7,2,-6,-7,6.08276253029822,-6.082762530298219,74.0
3,-3,-2,8,2.0,9.0,85.0
-10,-3,8,6,-8.32455532033676,4.324555320336759,88.00000000000003
6,0,-9,-5,-5.0,6.0,61.0
3,-8,1,-7,2.1231056256176615,-6.123105625617661,42.00000000000001
1,2,-9,-9,-1.3542486889354093,-6.645751311064591,46.0
1,6,3,-5,3.196152422706632,-7.196152422706632,62.0
8,-5,7,-6,4.741657386773941,-2.741657386773941,29.999999999999993
-5,-9,-3,4,-7.37386354243376,6.37386354243376,95.0
4,0,-10,7,7.0,4.0,65.0
1,1,0,-3,1.0,-3.0,10.0
7,3,7,-3,8.782329983125269,-4.782329983125268,100.00000000000001
-1,2,10,-3,2.5825756949558407,-6.582575694955839,49.99999999999999
-7,-7,-6,-10,-1.8479326521749648,-15.152067347825035,233.0
6,-9,-3,-4,8.21110255092798,-6.211102550927978,106.0
4,-6,-9,-4,8.366600265340756,-8.366600265340756,140.0
-3,-4,-4,3,-5.0,5.0,50.0
