a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,eig1,eig2,eig3,eig4,sum_squared
-8,-8,-1,6,-9,5,0,-4,9,-7,-7,8,4,8,4,-6,6.920272423907023,0.9884706842431112,-14.534948696842301,-9.37379441130783,347.99999999999966
4,-5,9,-6,-9,-6,-3,-7,5,9,6,9,-1,-4,8,0,-16.268667160664407,3.744978935271025,5.939187734226854,10.584500491166537,425.99999999999955
2,4,0,1,8,-4,7,-3,-3,10,4,2,-6,6,10,-3,9.930585056919908,3.1739087838283693,-11.10449384074828,-3.000000000000002,241.00000000000034
-1,9,-8,-4,6,4,-6,-6,-10,-2,-9,-5,9,-10,4,10,-12.54709639616765,-6.752146632265803,8.218038422358338,15.08120460607509,498.0000000000001
3,-6,-3,3,-3,2,-6,9,1,-5,-4,-2,6,8,-5,-2,-11.702224276142053,-5.766809182221057,5.3030216054962365,11.166011852866852,323.0000000000004
-10,6,-2,3,0,3,-6,7,-2,-2,8,-7,3,4,-4,-10,-12.926558773906642,-9.890027147853003,13.017401652529694,0.7991842692299422,434.99999999999955
-9,4,-10,6,-3,-4,-2,-9,-1,-8,6,-9,7,-9,-9,-7,-19.28921110905869,-10.115911236696245,4.171571410954484,11.233550934800462,617.9999999999998
10,1,5,6,-4,1,-1,3,10,-9,-8,5,8,-6,-3,1,15.823497233727515,-2.0167534654359183,-6.219337135474137,-3.5874066328174417,306.00000000000034
-8,-10,-9,10,-8,9,0,3,-3,6,-1,-6,-9,-1,-8,6,-8.450166567799835,-3.995523372168981,4.297972419442833,14.147717520525992,306.0
2,1,3,2,-9,0,-5,2,8,7,-2,9,-4,3,8,7,-6.482856773904475,-1.3670883041470732,6.232663181700333,8.617281896351214,157.0000000000001
-8,-8,-6,-8,4,2,-5,-5,-8,-4,-4,0,-10,-10,6,-9,-18.923095099681866,7.423061468514721,1.5268474228816966,-9.026813791714563,497.0000000000005
5,5,-1,-4,5,-9,4,2,5,5,8,9,-10,2,6,3,-11.679451382574097,-4.890433451294863,8.877680774114836,14.692204059754136,454.9999999999999
-9,1,7,3,4,-10,8,7,-2,-1,5,4,-4,7,-3,-10,-15.322793313851973,2.9004320544704227,-8.000000000000005,-3.57763874061846,320.0000000000004
-7,10,-4,-7,-2,10,-6,6,-7,7,-2,-8,-7,9,-1,8,-9.878972020730277,16.198692743731307,-0.5855182629020026,3.26579753990098,371.0
6,5,-1,-2,8,-5,-3,-3,-3,-1,-6,-8,-1,1,-7,-2,-11.524076387911787,-8.527759965545405,9.00561143163954,4.046224921817659,303.00000000000006
-3,10,-7,3,8,-2,-4,6,0,-8,6,4,7,-3,-3,8,-10.083312586509956,13.793754989556621,5.201086759684439,0.0884708372688949,319.0000000000001
-6,-6,6,-9,1,-1,-1,0,-1,-1,1,0,-9,1,2,3,-10.803798751622725,8.202161978477532,-1.4081325601158015,1.0097693332609863,186.99999999999983
8,-10,-2,-5,0,-2,-5,-5,4,-5,8,1,-5,4,8,-7,11.825764479013653,5.640533382450659,-7.93166539222654,-2.5346324692377644,240.99999999999986
-10,5,-5,2,10,2,8,6,-8,3,10,4,-1,-7,9,-7,-16.376040568270863,-3.969095337044584,2.045180479971239,13.299955425344201,465.0000000000002
-3,10,0,2,9,1,6,-8,-2,1,-7,3,7,-10,-7,-5,-17.421861181133494,9.555552132465055,-1.0224514229165484,-5.111239528414998,421.9999999999996
10,-3,8,0,-2,-3,6,-4,3,-2,0,-2,8,-9,-9,-7,12.124641541507332,-11.951796084450379,-2.5494188785110627,2.3765734214541276,301.9999999999995
-10,-2,8,-3,-3,10,-6,-4,8,0,1,1,-8,-10,-8,-7,12.473801582955916,5.468417695227995,-15.836711144501114,-8.105508133682802,502.0
-7,0,-5,5,1,0,-1,-1,3,9,8,4,4,10,7,-3,-9.040472107324355,6.6804204834343865,3.6134663353316494,-3.2534147114416894,149.99999999999972
5,-6,6,8,-1,5,5,-3,6,2,10,9,2,-1,3,0,15.95695588441183,8.851049322314818,-1.5449252602416548,-3.2630799464849884,346.0000000000001
5,1,1,-5,4,-1,5,-5,1,7,-6,0,-1,-1,4,-4,6.29532480537435,1.740959982240628,-2.7269130468977165,-11.309371740717264,178.0000000000001
0,5,-8,1,5,-3,10,2,-8,8,6,-6,6,-7,2,-1,14.251058025549572,3.6047372788831624,-8.979109318488643,-6.876685985944087,344.0000000000002
-10,8,1,-6,-4,-4,-9,-5,4,-6,0,-3,-2,-5,-8,-10,-16.831490177810508,4.4130063537989495,-8.96570335116472,-2.6158128248237276,390.0
0,0,-4,-6,7,3,-6,-6,-9,4,0,2,-7,-5,6,-8,8.036281959638792,4.825789742939018,-5.964293288467424,-11.897778414110386,264.99999999999994
-1,-9,0,-4,-6,-1,-7,1,-1,-3,-3,-1,-5,7,9,9,12.987928366636359,-9.905467521251534,-1.8622744634666974,2.7798136180818687,277.99999999999994
-8,-4,-4,-2,-2,6,-6,-10,10,-6,-9,-5,-10,-7,-5,-4,10.896611974624145,-2.690279248729445,-7.144505928138064,-16.061826797756645,435.0
-8,0,0,0,0,-2,-8,7,8,-4,-8,1,7,1,4,-10,-14.450031917107369,-6.63474470332775,1.0847766204351184,-8.0,317.99999999999994
2,-6,-7,4,-8,-7,6,-10,-9,-2,2,-3,6,-7,-6,-7,15.255600717867587,-3.6409896249180584,-5.887237714701043,-15.727373378248476,528.0000000000002
-3,-5,-2,-9,-10,-8,-3,10,-6,-6,-5,2,-4,10,-5,9,17.2642925333759,-15.983136411046157,-2.8766990268597015,-5.404457095470016,591.0
2,-1,-1,-4,-6,-10,1,-6,2,10,9,9,-3,-7,2,9,-13.61422741865716,2.3691796751333194,13.890839389556628,7.354208353967179,437.99999999999983
9,1,7,9,0,-6,-3,1,7,-6,-8,2,4,0,-7,3,12.827822888662375,-12.941443143532165,-5.0776060966779415,3.191226351547724,367.9999999999996
7,-10,-7,2,-6,6,9,9,-2,1,9,5,-2,5,9,1,20.709052813339763,-5.749414897079282,1.7011673833578989,6.339194700381615,504.9999999999999
8,-3,-9,2,6,-5,5,4,-9,8,-6,-9,3,8,2,-10,11.933412489211186,-16.959300535906607,-6.129783324358869,-1.8443286289457108,471.0000000000004
-10,-10,-3,-2,3,-5,9,-6,2,7,-5,-10,-10,-7,-10,-7,7.352027382009071,-2.2809257482595275,-17.352230562289186,-14.718871071460347,576.9999999999995
3,-4,8,-8,-4,4,-6,2,9,5,5,2,-10,-4,-8,-7,13.849218543918179,-10.631680499343167,4.098872648115379,-2.3164106926903862,326.9999999999997
-3,2,2,-3,-2,2,-9,8,9,-9,7,-5,-1,8,-3,10,20.871922682915663,-8.19392045160846,3.6237363303007135,-0.30173856160794754,515.9999999999992
10,1,4,-1,6,-10,-9,-7,3,-6,9,7,5,-1,4,-6,15.215917212228119,8.041292892106929,-13.261989118028588,-6.995220986306456,521.0000000000002
9,0,-7,2,1,-10,-9,6,-7,-10,3,-3,-10,2,-1,-7,13.463063186042984,5.0692682291650115,-8.362995248179407,-15.169336167028575,507.0000000000001
-9,8,-3,6,3,0,1,-1,-5,-7,-10,-9,3,-7,-6,10,13.775096026199874,1.9576647373955043,-13.70046260383451,-11.032298159760861,503.0000000000001
0,7,-4,7,9,-10,3,-2,6,2,6,1,4,-4,7,-7,-16.979514929968218,7.0148146980053125,2.8700133733600706,-3.9053131413971705,361.0000000000001
-3,5,-10,9,5,6,7,-9,1,2,5,-10,-5,0,-7,6,13.195737487488916,-4.855337048541212,2.453847183373793,3.205752377678504,214.00000000000009
2,-3,0,8,2,-5,9,5,-8,6,-6,-1,7,-3,7,1,-12.22449285849999,6.139676503359562,3.5718773843210507,-5.4870610291806114,229.99999999999955
8,6,-4,9,1,8,-4,8,-1,6,8,-4,1,-2,8,-8,-2.000000000000001,1.6947178522449382,10.410606800182117,5.894675347572954,150.00000000000017
-5,-1,2,-3,7,-2,-4,-7,9,7,-7,-7,-5,-8,-3,-6,5.554248937063663,-11.152307824627005,-8.792886858484817,-5.609054253951823,263.9999999999996
8,-8,-1,3,-8,-2,10,9,-7,6,-2,-5,8,6,-5,9,-14.288754803308393,-1.4964182806055606,14.779318855682101,14.005854228231838,620.9999999999993
7,-10,1,6,-5,4,-8,-4,0,-5,-3,4,3,0,10,4,16.815998874922407,-9.349096267724972,0.6019023632267034,3.931195029575866,386.00000000000057
-9,-5,-2,1,3,8,-1,-4,8,8,2,9,5,-6,4,8,14.216542061711895,-7.412022376087239,2.7623405895067297,-0.5668602751313979,264.9999999999998
4,-2,-4,0,-7,9,3,-4,-4,-5,-5,6,1,-4,7,10,-8.08517058048762,2.1924649086458605,9.457133867233695,14.435571804608061,367.9999999999998
-6,-9,-8,-1,-3,9,1,7,-7,0,-3,6,-1,0,0,6,-12.486667299195018,12.079941396001917,1.2495094221514127,5.157216481041681,330.00000000000006
10,9,-9,-2,6,8,-3,3,0,0,4,5,-7,2,3,-5,17.001445022310946,-7.222016474300801,0.8062690399157625,6.414302412074092,383.0000000000001
-10,6,5,5,7,9,8,3,-4,-2,3,-9,-2,-5,-2,-7,9.6528713236881,-11.19153741187397,0.7774348504803569,-4.23876876229448,236.99999999999966
9,9,-2,-8,5,10,7,-10,1,-1,-9,-4,-3,-5,-4,1,20.333359887886157,1.9987041433511745,-1.5824172068358273,-9.749646824401518,514.9999999999997
-3,-2,-3,-4,-6,-5,1,9,-9,-3,-1,-5,6,5,-7,3,7.929931658472549,3.4943978230277084,-9.454370509534817,-7.969958971965439,228.00000000000003
-5,-2,-8,1,7,6,1,-5,-4,1,10,10,7,1,5,-3,-11.182369502273188,1.1267507108777213,5.6601425341991645,12.395476257196284,312.0000000000003
7,10,8,-3,5,-7,-10,-6,0,0,4,9,5,-3,8,8,14.471508495795455,11.063422168596789,-8.280567729684375,-5.254362934707838,428.0000000000007
-10,10,0,1,8,8,4,-3,-4,-4,-3,-5,5,-10,-2,-1,-14.899065965182189,-4.19102730159396,0.7667314526457717,12.323361814130386,391.9999999999995
9,-1,9,6,9,-8,5,10,6,-8,-10,5,-2,8,6,1,11.678863901090507,3.3106486825166037,-15.988357234524313,-7.00115534908279,452.00000000000045
3,-7,9,0,-7,6,0,-2,0,-1,-1,9,0,-2,8,-3,12.888663353140089,4.385271324886801,-1.4291538265475023,-10.844780851479381,305.0
5,-6,8,-9,0,5,-4,6,7,7,-2,-9,-1,6,-5,-5,13.677515986826466,1.8996658415538734,-1.533379312774864,-11.043802515605478,314.99999999999994
-9,-7,-8,10,8,-2,-3,8,-8,0,-1,10,5,7,1,9,13.080926792729546,4.200872321659453,-13.347637644577928,-6.934161469811065,415.00000000000034
9,4,-1,2,-3,-9,8,-7,-10,9,-10,8,4,0,-2,-6,-17.546140227967083,7.7405987996809795,1.087889280238446,-7.282347851952351,422.00000000000006
-4,6,7,9,4,-8,-4,-5,7,0,-10,-6,5,-1,-7,-2,-21.402049737535897,-6.676087842899988,3.2773165609491115,0.8008210194867675,514.0000000000006
-5,0,8,5,9,7,-6,-6,2,-10,4,-3,-5,-5,1,5,-9.563760597541746,10.188453936383837,8.497214892369204,1.8780917687887118,271.0000000000002
7,-2,-3,-5,0,9,3,4,2,9,-10,-8,1,3,2,2,-9.735645756491033,0.09012840347394052,6.88279253670199,10.762724816315094,258.0
-2,-5,-7,5,1,3,-3,8,-3,-10,9,-2,3,8,-3,8,18.686090054865364,-6.4468465119685465,0.3629339855192065,5.397822471584005,420.0000000000014
-3,-3,2,3,-5,0,-1,2,7,-4,-8,2,3,-4,3,6,7.732056096679394,2.272366182311231,-9.898595550243751,-5.10582672874689,189.00000000000026
-9,1,-5,-10,5,3,6,-9,1,1,2,7,-3,-2,4,-4,-12.554199792727553,-6.919423680109893,6.89690347873709,4.576719994100366,273.99999999999994
10,-9,-8,-5,-10,8,-9,7,5,-10,9,-7,-6,7,-5,-3,23.395649226381483,12.055351476459093,-4.35630542247045,-7.094695280370117,762.0000000000002
4,8,-9,6,5,-1,10,8,-10,6,8,3,9,10,1,6,-12.574735082263508,-4.699377031174054,18.447497308267607,15.826614805169926,770.9999999999994
7,-1,-3,8,5,-7,8,-5,0,-3,10,5,-2,-1,10,-9,11.32941033284407,5.858303264750991,-6.465405293628884,-9.722308303966171,299.00000000000006
7,1,-3,6,-7,3,5,-7,-6,10,2,10,7,-1,-3,7,15.214520145849225,-3.3606739316183876,2.4132298141802915,4.732923971588886,271.0000000000006
5,1,10,1,1,10,5,-10,3,5,3,-8,4,-9,0,-9,-13.374700151962054,-1.9053254997555178,7.796782014524011,16.48324363719357,514.9999999999998
-10,8,3,0,5,-9,2,1,9,-5,9,-4,1,-2,0,1,-15.953302689141937,10.158535854895126,-3.8564491820290256,0.6512160162758378,372.9999999999997
0,0,-8,4,-3,-9,-3,3,-10,-4,-4,-8,-4,1,-8,10,-14.141471783958497,-7.707567972311072,4.630303473497086,14.218736282772488,482.9999999999997
10,8,6,-7,10,9,7,-4,7,10,7,-9,5,10,-10,-6,23.397812825333403,3.7339816947428046,3.2593679053490807,-10.391162425425277,680.0000000000005
7,8,-3,-5,9,-7,10,-1,-10,-2,1,6,-3,-9,3,-2,-13.623553714913676,11.540013111508816,4.5191973245058055,-3.435656721100958,351.0000000000002
-7,-3,0,-10,8,-3,-6,-8,-4,-9,-7,1,-10,-10,-1,2,13.531520275141178,-2.629330828127669,-11.623904201160368,-14.278285245853125,529.0
2,1,9,-2,-2,-4,-5,2,8,-9,-3,10,1,-8,5,4,13.057811029514662,-12.65877215700103,1.2071010964158762,-2.6061399689295106,338.99999999999955
4,6,-10,6,4,3,-6,-3,-4,7,-9,-8,8,-3,-7,-10,10.93915507988559,2.433215340090987,-8.908900544867906,-16.463469875108682,475.99999999999955
-1,-4,-9,6,8,7,-9,6,-7,-7,7,5,10,7,-6,5,-9.033269552674813,18.033269552674806,2.4141871573305513,6.5858128426694424,455.9999999999996
10,6,3,-9,-5,4,2,7,8,-3,-7,-2,-8,2,5,0,-10.362081218610395,10.738609991616821,8.229781095162416,-1.6063098681688381,293.0000000000002
-8,4,4,4,-1,3,1,0,8,3,-1,3,2,7,-3,-9,-13.199515165415209,-4.479465599645378,-1.5861478700382794,4.265128635098874,214.99999999999974
2,-1,5,2,2,-3,-7,10,9,0,-7,2,-1,6,0,-8,5.215428328010338,2.778677314310116,-10.381548727864871,-13.612556914455594,327.9999999999999
10,9,0,8,8,-7,-5,4,5,10,8,7,7,9,9,1,20.22888801402698,6.531231958361677,-9.278023107856143,-5.482096864532531,567.9999999999992
-1,5,-4,4,9,-7,10,-1,-9,9,5,-3,1,1,-3,-10,11.200124031101293,3.7028671540995917,-16.457242785189774,-11.445748400011116,541.0000000000002
-1,4,-10,-9,0,8,-9,9,-8,-7,-1,3,-8,6,5,-5,-13.774731651189082,-11.255791585099757,11.642335226628537,14.38818800966028,659.0000000000003
-9,-8,2,-7,-9,5,2,3,-3,4,2,-2,-9,7,-3,0,-14.882832990789751,13.4569834220513,-4.4850541929505665,3.910903761689019,438.0000000000001
8,1,-6,2,0,-7,0,-2,2,7,-6,7,-9,0,3,2,8.319776781998032,0.11112652419613506,-6.182458074662183,-5.248445231531991,134.99999999999994
-2,-8,-6,-8,-10,-3,1,8,2,-9,-7,-3,-7,9,5,-8,8.81715757950975,-0.8832239876541274,-13.152926057197254,-14.781007534658361,469.99999999999966
-10,-4,5,7,4,0,1,-5,9,-9,8,9,9,-4,3,-5,-15.748529172465156,12.997598228305064,-5.517098107200914,1.268029051361007,449.0000000000004
3,-5,5,-8,-2,-1,7,-9,-3,1,2,-6,2,-7,-10,2,11.638115300835981,4.785287644164611,-1.7961758958043148,-8.627227049196295,235.99999999999972
1,-6,10,0,-8,-1,-3,8,7,0,-8,2,6,2,10,-5,-13.046988911307709,-12.047687141956217,8.337394844819851,3.757281208444101,398.99999999999926
-4,-4,-5,-10,-9,-2,6,8,8,1,-1,-6,-10,1,-3,1,10.0808100665861,2.0511437934703607,-11.039071219249646,-7.092882640806803,277.99999999999994
-10,1,8,0,2,5,2,-9,9,1,2,-3,10,-5,-3,4,-15.320875066977248,11.487775787899588,6.064999331415655,-1.2319000523379906,404.99999999999983
4,4,-3,8,3,-2,1,-2,4,-5,5,0,7,1,0,7,12.726612475345537,-2.9683815872029604,-0.35153764264293863,4.593306754500348,191.9999999999997
-5,-10,4,7,-3,8,-2,-6,2,5,-10,2,1,7,-4,-8,6.898381778309981,-10.20253769371619,-4.638755175520966,-7.057088909072819,222.99999999999997
-1,1,8,7,1,0,10,10,-1,1,10,7,8,4,8,6,20.24392458531031,-5.661559445215925,1.7967488822596007,-1.3791140223539904,446.9999999999994
7,9,3,-4,9,-6,2,7,6,9,-10,0,0,5,-5,4,-15.561566708457729,-7.919971855043489,13.070133038071464,5.411405525429766,504.99999999999983
-9,3,5,0,4,-9,5,-2,-5,9,3,1,2,2,1,0,-11.75902317081103,-8.116823559423533,-0.10722974473162623,4.983076474966184,229.00000000000026
0,-5,0,-10,-4,9,-2,-3,-10,1,3,2,-3,-6,4,10,15.656152544777681,9.046471359730122,-3.274090598851806,0.5714666943440111,338.0000000000003
6,1,-2,-7,3,5,9,-5,-6,10,-3,7,-9,-9,9,6,-14.247609741527835,-1.137639211201328,18.006607402642537,11.378641550086613,658.0000000000001
5,6,3,2,5,5,-1,0,-9,10,10,10,9,-2,10,2,-3.4212300506837443,-0.6043550507915041,9.45861191549861,16.56697318597664,375.99999999999994
-2,1,-1,10,1,10,-7,4,2,-4,-5,8,-3,-2,8,-7,-11.883673740227144,-3.112856885942964,-0.5277855304327855,11.524316156602904,283.99999999999966
0,2,-2,9,1,-10,0,-9,0,-2,0,-2,-2,-6,0,10,10.809552035432434,-12.463868156376325,1.9310589753504595,-0.276742854406574,275.99999999999994
10,8,-3,2,-2,-9,2,-5,-6,6,8,-5,-1,-2,-6,2,14.55956223615637,7.994219760190086,-3.5001983632611444,-8.053583633085323,353.0000000000001
-7,4,2,5,3,-5,9,-7,1,6,-9,-3,3,-5,-9,7,12.498460514577383,-0.6945623412162687,-11.421157499535477,-14.382740673825644,493.9999999999998
-4,-9,-9,-10,-1,6,-1,4,0,-2,-3,-6,-2,4,-10,-6,-14.243042280652613,9.848150556935233,-3.271866535134215,0.666758258851615,310.9999999999997
1,8,3,7,1,2,4,-6,-1,2,-4,1,1,-7,-1,-8,-12.406254343632416,-4.032437662774924,1.5795761237724404,5.859115882634889,207.00000000000028
9,4,-6,-5,10,3,-9,-7,1,-9,-2,8,-7,-1,6,2,20.642042691458716,-8.90213822058131,1.2755135614158288,-1.0154180322932178,508.0000000000007
-8,8,-10,6,-2,10,-7,6,-7,1,4,-10,-6,6,-10,4,-11.537951968205533,-1.9299788409310854,5.4978224531227475,17.970108356013867,489.99999999999966
10,8,-2,-1,9,6,-1,6,9,9,-9,7,9,7,-1,5,17.517834423809084,3.4821655761909005,-8.0,-0.9999999999999998,383.99999999999943
10,4,-4,-10,-2,-9,4,-6,-4,-9,10,-3,-10,-3,-1,3,17.869595903543427,-9.231764445325068,-2.6609959295020507,8.02316447128368,475.9999999999993
-7,-2,-10,9,0,-2,-4,-2,-2,-10,10,1,3,-6,6,4,14.34111708624701,6.235151322736235,-10.351840498784158,-5.224427910199072,379.0000000000002
10,8,-1,-3,0,-6,0,-1,0,4,10,-4,9,5,5,-9,10.593194647684593,5.7877626876901145,-4.567327900328086,-6.813629435046602,213.00000000000023
-8,2,4,-6,-3,7,-4,1,1,-5,-10,2,-7,0,-7,10,-11.546204719096487,-8.714010106081982,11.89651943380278,7.363695391375707,405.0
6,-2,9,4,-4,6,-9,-4,8,3,-9,7,7,-4,2,6,17.1169601925425,-10.376806512278113,3.1019915764353154,-0.8421452566997092,410.99999999999955
5,8,10,7,0,-10,-2,-4,-2,-5,10,3,6,1,-1,-2,-11.614075058495223,-1.7789053592756898,6.382123546704347,10.010856871066581,278.99999999999966
-1,9,8,2,7,-10,-4,-1,6,7,9,-7,-6,8,-3,9,16.223436236963863,-10.751703050982812,-4.287262362539691,5.815529176558635,430.99999999999943
0,4,9,-6,-2,10,3,-4,10,4,5,-7,-6,9,7,-7,-8.216980802858455,-2.7832948795050503,11.528592683699747,7.471682998663761,263.99999999999983
-10,-9,4,-6,-3,6,-9,-2,2,-10,-6,1,-2,7,9,-6,12.611866759838602,-4.77582894316628,-13.657835757716677,-10.17820205895563,471.99999999999955
2,-9,6,6,-2,-9,9,4,-8,0,9,5,3,2,-5,-5,7.603590536576656,1.0035314987587773,-7.649596568719778,-3.957525466615652,132.99999999999994
-7,-2,-7,-7,-7,7,-1,-2,-10,-3,8,-1,-6,5,-8,-2,-15.474612846282906,3.124602100539108,10.27313373206019,8.076877013683582,420.0000000000005
0,8,-5,-7,-1,-3,-6,7,-3,-9,4,-6,-1,1,-6,0,13.096230212139652,-0.17406203544518045,-7.442537702498622,-4.479630474195845,247.00000000000026
-3,-3,7,0,-5,8,9,-1,-3,10,-4,9,-1,-4,6,2,-13.428369639886881,-1.860741177505891,12.748077563440424,5.541033253952333,377.00000000000045
9,0,2,-10,2,1,6,-5,9,2,-6,-8,-6,5,-4,10,17.792846943136404,-8.94723920551807,1.5579737658277257,3.5964184965539627,412.00000000000097
-8,7,7,-2,7,-7,-9,-3,-6,-9,8,-4,-2,-2,3,7,-15.352806193887828,-2.2059242414667843,10.058179700529436,7.500550734825173,398.0000000000001
-9,3,8,-2,3,10,-2,-2,10,2,7,-3,-8,9,-9,2,-13.490462428186122,14.420459119548289,7.920655375964503,1.14934793267334,454.0000000000007
-5,10,3,3,-3,8,4,5,1,10,8,-1,-1,-8,-9,-7,10.492556469416266,1.4308049195090506,-1.0920789652445473,-6.831282423680775,159.99999999999994
9,-2,3,1,-5,-8,6,-6,-3,-9,-4,2,-1,-10,9,-10,9.765845639417098,-3.7412227982897397,-6.457530430290955,-12.567092410836393,309.0000000000002
4,-2,-2,0,4,2,1,9,-7,-1,1,-3,2,7,0,5,10.916385845900287,6.585006146142054,-1.27801863935989,-4.223373352682442,182.00000000000017
-6,5,4,-4,-6,-6,-6,1,-3,10,10,-6,-8,1,-8,-7,7.339566019570002,-10.276421014047692,-2.274909398263156,-3.7882356072591645,178.9999999999999
7,-9,-3,2,-8,8,7,1,-7,4,-10,0,-9,8,-1,-6,17.68273235583893,-1.6809056155768713,-10.842331368945624,-6.159495371316389,471.00000000000114
-9,-2,-7,6,3,-7,-10,-1,-3,1,-1,-10,0,-2,-6,0,-11.950661960166208,-8.161203373386773,-3.4806626755640075,6.592528009116997,264.9999999999998
4,-5,8,-3,2,9,10,-6,2,2,4,-1,3,-4,6,-4,11.771528656381285,6.301565221448769,-0.5549758317902788,-4.518118046039774,199.00000000000006
6,-2,6,4,-1,7,-8,-7,-5,-7,0,-8,3,5,-8,-9,9.577616941503656,5.510177205100753,2.21618061224555,-13.30397475884997,303.99999999999994
-4,-8,1,-6,-6,0,-8,-2,-6,-10,4,9,-3,1,-5,-10,-14.388292270167621,-6.168857357495288,2.346379363262105,8.21077026440081,317.9999999999999
-2,-8,-9,9,-1,6,4,-7,-6,-4,5,3,8,-8,1,10,19.104734593889734,-8.820670041306165,8.729530988586788,-0.013595541170341724,519.0
6,3,-6,0,5,2,4,-8,-10,5,-10,-7,0,-2,-3,-4,-15.67291382331743,-6.347941197812656,9.70298726312096,6.317867758009116,420.00000000000045
-2,9,8,-10,-4,-10,2,-3,-3,-5,4,-9,-10,-10,-9,1,15.04340030592419,-9.514221766686386,-8.224886948031875,-4.30429159120594,403.0000000000002
-5,5,7,-2,4,7,-8,-7,1,0,9,-10,-8,-4,-10,-10,-12.315773096438,-11.586486205956884,11.739156598908911,13.163102703485945,597.0000000000009
-4,10,-2,-10,8,-3,-5,6,7,-9,0,2,-7,9,-6,-2,-18.879816535211717,-4.0298126743391,5.285346870303216,8.624282339247602,474.99999999999983
-9,-9,10,9,3,7,-8,-2,6,-10,-5,-4,6,-10,-1,-10,-21.770593701486455,-2.466692074430295,-4.467379848640767,11.704665624557538,636.9999999999994
-5,-9,-9,-2,1,-2,-10,-9,-4,-8,9,-6,0,1,-10,4,-13.008014187046296,16.312612271392236,0.11124391260268568,2.584158003051361,441.99999999999983
-9,-9,-2,-4,-7,-8,0,-9,0,-1,-1,-5,-6,-10,-5,-8,-23.96699825898515,-5.007117560582568,-0.7589480713087338,3.7330638908764415,614.0000000000003
-2,1,-4,-2,2,-7,-3,-4,-6,-5,0,-10,6,-8,-8,7,13.732372650993675,2.3526585313135677,-5.412587025963548,-12.6724441563437,384.00000000000006
10,2,3,0,3,-6,1,9,7,0,-5,-3,-10,3,-8,-8,11.31598423774479,0.9235657648748695,-6.977228855262218,-14.262321147357444,381.0000000000005
5,-8,5,-2,1,5,0,-4,7,-6,-4,0,0,3,6,-10,-9.902828963583637,-5.43438665617944,7.106521434660081,4.230694185103012,195.99999999999974
5,-8,-3,6,-8,-1,-9,-4,-5,-10,-2,7,0,-2,7,8,-15.250545445682002,1.5128237229726793,8.035291265012072,15.702430457697277,545.9999999999994
1,4,-4,4,8,-10,-3,3,-9,5,-8,-9,2,3,7,6,-11.11797370987753,-6.999999999999992,6.479422243645286,0.6385514662322107,215.00000000000045
-5,1,3,-5,8,-7,8,-5,-1,6,-2,8,-4,0,-1,10,-10.932616768075047,-7.911033651776614,10.225970201673006,4.61768021817865,308.0000000000004
-5,1,-1,8,1,2,2,9,7,0,9,-2,1,1,1,8,-4.76652413789353,10.784566797373,7.240405169116125,0.7415521714044021,191.99999999999986
-10,-1,-6,-4,-5,10,2,1,-6,2,1,-7,1,4,-5,2,-12.811711795040392,-3.4447080926119287,10.967831829421403,8.288588058230903,365.0000000000004
-8,0,5,0,-8,0,-4,6,6,-3,8,-1,0,4,1,1,-8.92401162860439,-5.602966258388781,11.466546086473372,4.060431800519806,258.99999999999983
-10,-2,8,-9,-1,0,6,-5,6,0,10,6,-4,1,2,4,-14.944560777116163,2.3299747434248292,4.111516191356817,12.503069842334508,402.00000000000034
-8,-5,7,6,-8,8,-5,-1,5,-6,-9,0,4,-2,3,3,13.987396387610978,-14.42721765326327,-8.291456679478003,2.7312779451302984,479.9999999999996
8,6,3,-2,4,-7,-8,-4,5,-3,8,-9,4,3,-5,0,-10.389602903028699,-1.824268098675173,7.716084762482025,13.49778623922184,353.00000000000006
-10,-9,-2,5,-5,-1,2,-1,-3,9,-4,6,5,-4,-6,10,-14.057295514049944,10.657013062776148,2.9777705942117585,-4.577488142937962,341.0
-7,-6,10,-9,3,9,1,8,10,5,0,-1,-8,5,-2,7,-14.723699784938404,16.6265301025108,9.142610790506575,-2.0454411080790136,580.9999999999998
-5,0,-1,-2,8,8,9,7,2,6,0,-3,-8,5,-9,-10,-16.776976646058348,12.301389230219064,-3.8139261216002023,1.2895135374394606,449.0000000000008
-9,-1,-6,-7,7,10,0,8,-8,3,8,10,0,2,2,9,-11.395032439494857,3.8287019369007287,10.700420728162445,14.865909774431694,479.9999999999998
9,9,3,5,1,0,-6,-10,9,6,3,8,3,-8,-10,-8,-9.283540136750622,-0.25674215512587484,8.513750007361843,5.026532284514637,184.00000000000014
5,-10,-1,6,-10,-4,1,5,-1,5,6,4,-3,6,8,-8,11.349563367004436,8.526921983512604,-7.1545562887209915,-13.721929061796056,440.9999999999999
-8,7,3,-9,2,0,-6,4,1,-10,0,3,-2,4,-5,10,-12.42576998337487,-4.052264408619346,6.550103290064412,11.927931101929806,356.00000000000006
2,8,-4,-8,5,10,-3,0,-9,4,-9,-6,-9,3,3,8,-10.164482624595308,-5.004841573593345,15.750941276391863,10.418382921796791,485.0000000000002
9,-5,10,0,-7,2,0,9,-1,-9,-2,-10,1,6,-7,-3,16.650472554889532,2.690021100912051,-3.3130780292493727,-10.027415626552205,395.99999999999994
