a,b,c,d,e,f,g,h,i,eig1,eig2,eig3,sum_squared
4,4,7,-5,-9,-6,8,-4,-2,8.4964948979239,-3.9575418821273054,-11.538953015796595,220.99999999999994
6,-4,5,-10,1,8,-2,5,-4,9.559823612739534,3.0483632183972733,-9.608186831136798,193.0000000000003
4,1,-7,-5,-5,4,-8,-9,-6,5.1014859317318955,-8.019481192546797,-4.0820047391850975,106.99999999999984
3,0,-2,-1,5,8,-1,10,-7,2.8449854046194765,9.967963497406426,-11.812948902025905,246.99999999999983
10,-3,0,-5,-7,10,-6,7,-8,11.607929719559042,-0.8761689942191437,-15.7317607253399,383.0
-4,1,-8,6,-8,0,-5,0,-7,1.4001239513755408,-12.540694828683042,-7.8594291226924975,221.00000000000003
6,-10,1,-8,5,-8,3,6,8,12.999999999999991,1.0000000000000018,4.999999999999998,194.99999999999974
1,-1,-6,8,1,-3,-7,-4,-6,6.41546334840402,-1.0483512128645747,-9.367112135539436,130.0000000000001
-9,10,7,-1,1,6,3,8,2,-8.371752315919947,-6.910455067874758,9.282207383794711,204.0
-8,-3,-6,1,-10,10,5,1,6,3.0211763121663706,-3.507175562419445,-11.514000749746913,153.99999999999983
-4,3,-2,4,0,-7,0,-2,-5,3.4986662967089632,-5.098028552248713,-7.400637744460248,92.99999999999999
-3,-10,-3,-6,-1,-9,-7,-9,4,-15.01198706448083,5.0605522056297625,9.951434858851064,350.0000000000001
2,-9,-2,-8,4,-8,1,-5,8,-6.790567534978133,5.825582281633692,14.964985253344443,304.00000000000006
6,-5,8,6,5,10,-3,8,-3,-2.8626496551630494,0.19650591063760103,10.666143744525442,121.99999999999986
9,4,-3,-8,5,-8,-10,-3,-2,-4.248242570077352,9.529422277307882,6.718820292769467,153.99999999999994
4,1,9,6,-3,3,4,0,1,9.076957676114151,-4.671433905850348,-2.405523770263799,110.00000000000001
-4,0,-1,-8,8,-9,6,-9,10,17.717797887081357,-4.000000000000002,0.28220211291865294,330.00000000000034
5,-7,-8,-2,-5,1,-10,3,-1,12.384637960671515,-7.70387123157388,-5.68076672909763,245.00000000000017
7,2,-2,8,-7,-8,-5,-2,-1,9.751535203049867,-1.4957027455934566,-9.255832457456401,183.0
-2,6,-1,-5,5,6,0,9,-4,7.025957901142093,-1.622590336148029,-6.403367564994063,92.99999999999999
-7,-1,10,3,6,3,9,2,-9,-17.549734058116677,0.9903031210795936,6.559430937037089,351.99999999999966
-2,-8,-7,1,4,9,-3,7,-6,-11.000000000000005,-2.090169943749474,9.090169943749475,208.0000000000001
-9,-2,3,-10,9,-7,6,-1,-9,10.740673397093122,-13.246047134264218,-6.494626262828902,333.0000000000001
-5,8,-2,8,8,-2,-8,-5,-5,12.999999999999998,-10.000000000000004,-5.000000000000001,294.0
9,0,7,1,6,-8,10,-10,-10,-16.439415811318156,13.628430358668627,7.810985452649511,517.0000000000003
-4,-4,3,7,8,9,8,7,-5,9.746529257947893,0.5538435140415079,-11.30037277198941,222.99999999999977
-9,1,2,5,-7,-3,-6,3,4,2.3557010334016795,-8.82217356297631,-5.533527470425369,114.00000000000006
-6,-1,5,0,-5,-4,1,2,6,5.711968654724014,-6.063189339206298,-4.648779315517717,90.99999999999994
0,1,0,9,8,-3,7,-6,1,-2.6203214200943834,1.0869213183668147,10.533400101727569,119.00000000000006
10,-4,0,-7,7,2,6,1,7,1.9473342966816265,13.376636749648796,8.676028953669586,258.0000000000002
-7,-9,-7,-5,-7,7,-6,0,2,7.767505119322198,-13.068774922226917,-6.6987301970952755,275.9999999999998
-9,-3,9,4,5,2,6,3,3,-11.723939644121995,8.194618624471842,2.529321019650148,211.0000000000002
-10,-10,-8,4,-6,-6,-7,3,9,8.936810074735178,-9.72089869056887,-6.215911384166304,213.0
-4,4,0,3,-5,-1,-4,-1,3,3.4591059585480375,-7.835776023424094,-1.623329935123942,75.99999999999994
-6,-10,8,-3,8,6,8,5,-7,-17.154402491341177,2.2784037251184235,9.875998766222768,396.9999999999995
6,-6,9,-2,-5,10,2,10,0,-14.235949476951774,6.552455086483836,8.683494390467946,320.99999999999966
10,-9,6,-2,9,-3,1,-4,3,15.206436756886706,5.357397645886135,1.4361655972271632,262.0000000000003
4,9,-10,9,-4,-6,-7,0,8,17.272847035201416,-9.958824725204877,0.6859776900034674,398.00000000000085
0,10,-5,8,3,-3,-9,7,-7,10.922634985503123,-11.665691852759373,-3.256943132743753,265.99999999999994
-6,8,-7,0,-9,2,5,-2,5,0.4780688462625666,-3.132320535969091,-7.345748310293478,64.0
-3,-1,-1,0,10,10,-3,5,5,-3.165151389911679,3.885780586188048e-16,15.165151389911681,240.00000000000003
1,-2,-1,4,6,5,-3,6,0,-3.1705885687518744,1.5337500983712886,8.636838470380582,86.99999999999997
0,-5,-9,-10,9,-5,-6,-2,-6,12.914707773880036,3.0756906166888562,-12.990398390568886,345.0
9,6,-2,2,2,-6,3,-4,-6,-8.586682354636903,9.529206436945335,4.057475917691572,181.0000000000002
8,-2,1,4,2,2,10,10,-6,6.416198487095658,6.0,-8.416198487095663,147.99999999999994
-9,8,-3,3,-5,-4,3,-5,5,-12.575973125918097,-2.481153165226351,6.057126291144441,201.00000000000014
-3,9,-1,6,0,1,-1,9,6,-9.544003745317527,5.0000000000000036,7.544003745317529,172.99999999999991
8,2,7,0,1,-3,1,-10,7,11.609959898614182,6.862599996804328,-2.4725598954185015,188.00000000000014
-9,1,8,-4,-4,-10,7,-3,-1,5.823060479615981,-13.88740141864905,-5.935659060966948,262.00000000000017
-10,4,4,-7,-1,-3,3,2,10,-7.203038810898008,-3.4512428611048342,9.654281672002844,157.0000000000001
-8,2,10,-2,10,-2,0,-5,1,11.271234729455458,-6.942092529292905,-1.3291422001625512,177.00000000000017
9,-4,3,-7,-2,-4,4,-8,-6,12.800862398729617,-1.9313163627850938,-9.869546035944536,264.9999999999997
7,10,-3,10,3,-3,-3,8,2,14.263905020716827,-4.736004437603371,2.472099416886547,232.0000000000003
-6,-1,-4,-2,3,-5,-1,-10,0,-8.790959897745331,-2.7148416019649595,8.505801499710289,157.00000000000006
-5,-5,4,-8,0,-3,-3,5,-8,0.9820509119006449,-9.844681195080774,-4.137369716819867,115.00000000000003
10,-6,8,-6,-6,6,1,-4,4,13.194954733999772,-4.080614620180447,-1.1143401138193132,192.00000000000026
8,10,2,1,8,2,-5,-10,-5,-3.1206899067281473,8.395326748194618,5.725363158533521,112.99999999999989
2,2,2,9,-7,-6,2,-2,6,-9.6903168894028,3.619423675823335,7.0708932135794695,156.99999999999983
-4,-1,-5,-4,-5,-3,-9,-2,-2,-11.332088091226959,3.808065341714367,-3.475977250487416,155.00000000000009
6,-1,-2,2,0,-1,-6,-8,-7,6.91938157111065,0.6099840627763894,-8.529365633887032,121.0
-8,-1,2,-6,2,-10,0,-8,6,-7.75037029480179,-5.765811700440647,13.516181995242436,276.00000000000006
8,4,-2,9,-9,-5,3,-2,-1,-11.781645941259962,9.326616036965971,0.4550299042939973,225.99999999999997
5,-6,-7,-10,-3,10,-1,4,-9,11.498503667467123,-5.6654623280847085,-12.833041339382415,328.9999999999999
4,-3,1,6,-6,-7,0,-3,5,-6.266281297335399,3.999999999999998,5.266281297335397,83.0
-6,10,-1,8,7,-9,5,4,-6,-11.850258949802228,7.614899097622592,-0.7646401478203679,198.99999999999994
10,-2,-6,-6,-2,-2,-9,-4,-10,12.718916582923045,-13.758907809549838,-0.9600087733732,351.9999999999999
8,7,-7,9,4,-5,-5,-8,-2,18.05983866481788,-3.204774572593409,-4.855064092224481,359.9999999999997
0,-6,3,-9,8,-3,2,8,-6,10.694166131788428,-7.496729743074123,-1.1974363887143091,172.00000000000006
6,-7,-4,-8,9,3,7,7,-10,-8.70913470259041,-1.6654322257367915,15.374566928327212,315.0
-4,10,9,10,-5,9,7,-4,7,-14.389178606372278,11.681194162460304,0.7079844439119766,343.9999999999997
1,-4,-4,-10,-1,-1,1,-8,-8,3.8102496759066558,0.0,-11.810249675906658,154.00000000000009
-3,0,8,5,-2,0,5,-5,6,-8.13567572855111,1.3212631361008336,7.814412592450276,129.0000000000001
5,9,10,7,-10,7,-3,-1,-9,5.8288474760670965,-13.617999104229034,-6.210848371838074,258.00000000000017
10,5,5,5,-5,4,-8,-2,-10,8.917112175569358,-5.809185652585001,-8.10792652298436,178.99999999999997
-10,6,-10,-6,3,-5,-2,3,-7,-0.2583426132260582,-7.74165738677394,-5.999999999999999,95.99999999999997
-9,-9,-9,-3,10,-4,5,-2,5,12.43744400968924,-5.519770007049649,-0.9176740026395948,186.00000000000026
3,1,-5,4,-6,-1,-2,-1,1,5.838350106919279,-6.284952074832845,-1.5533980320864258,76.00000000000003
-10,-9,6,2,6,2,6,8,3,-11.590019798764162,8.65634753454656,1.933672264217605,213.00000000000003
8,7,9,-6,-3,-5,4,-8,-2,10.136591322536272,-0.6713965857537006,-6.465194736782561,145.0000000000003
-4,8,-6,10,7,-10,1,-5,2,15.467435439747117,-8.62302727895915,-1.8444081607879612,316.99999999999994
3,4,4,4,8,0,7,10,-1,12.073655569515962,-3.689827735587601,1.6161721660716384,162.0
-2,-9,4,-3,-1,-4,8,-10,-9,8.078902506324738,-7.111126530385445,-12.967775975939286,284.0
-8,3,4,10,3,-3,7,6,-4,-11.570316098208089,5.274175657813805,-2.7038595596057196,169.00000000000017
9,-5,-2,4,-5,-4,6,-5,-2,7.1484370727608475,-5.8641003937340495,0.715663320973202,85.9999999999999
0,7,-7,9,-4,-7,-1,-10,6,-10.570459113312285,-2.1188519807298842,14.689311094042168,332.0
-6,6,-8,-2,-8,-8,-2,-6,-1,-11.362492075949788,-7.704246374526131,4.066738450475917,205.00000000000003
-1,8,3,9,-5,-7,9,4,-6,-13.595280928756805,3.788950866806911,-2.1936699380501055,204.0000000000001
-5,6,7,3,-1,-7,7,0,5,-11.426149773176355,5.426149773176349,5.000000000000012,184.99999999999994
6,-8,4,-7,5,3,6,-2,-4,13.25289943088114,-6.987232086190926,0.7343326553097868,224.99999999999997
-6,9,-10,-2,4,-9,-7,-7,-8,-15.541914172866694,-3.9033405355466306,9.445254708413321,346.00000000000006
5,-3,-4,1,1,-7,4,-5,-8,-9.515073241474498,2.4876511343619936,5.0274221071125025,122.00000000000006
0,-8,-10,-1,-9,6,-2,7,9,13.111005794891327,-1.8569770345026435,-11.254028760388685,301.9999999999999
-2,0,6,3,7,7,1,7,-3,11.243200328441596,-3.4232533407428924,-5.819946987698707,171.99999999999983
-3,-3,9,4,-3,3,2,-3,6,-4.189997941975866,-1.196343906118384,5.3863418480942515,47.999999999999986
5,-1,0,-1,1,3,-2,2,-5,5.411059523028684,1.3994467835126478,-5.8105063065413365,64.99999999999996
5,-3,-5,-3,-9,7,0,6,-1,-12.671457916408393,6.918627025857306,0.7528308905510774,208.99999999999997
-7,-5,2,-2,3,1,-7,-3,6,-6.550715214378679,4.790510420150836,3.7602047942278363,80.00000000000004
-6,-8,-7,-3,5,0,-9,-3,-4,-13.939900219963208,1.578732902124339,7.361167317838882,250.99999999999952
3,2,-7,9,6,7,0,-1,10,1.082387819629309,10.587919880691402,7.32969229967929,167.0
7,8,-2,-6,-10,-6,-8,-10,8,-9.590662143100866,1.3549822278446315,13.235679915256231,269.0000000000001
-5,-1,-6,1,1,6,-9,10,3,-10.961865017048513,-1.7725161674879037,11.73438118453641,261.0000000000001
6,0,-5,2,1,-6,-1,0,-2,1.0,6.582575694955839,-2.58257569495584,50.999999999999986
8,-4,-9,-10,7,-3,-3,-1,7,-1.7217468529332134,14.833662596344885,8.888084256588327,301.99999999999994
0,-10,-4,-3,3,8,-3,8,-7,11.275235291561327,-4.018041530152637,-11.257193761408688,270.00000000000006
-1,-1,-7,-3,-4,4,-3,-1,-4,2.267458746888561,-7.113732333701583,-4.153726413186975,72.99999999999994
-8,-10,-5,-9,-4,-3,2,5,10,-14.606965920754563,3.373572404884049,9.233393515870514,310.0
4,6,-5,7,-8,-2,-3,9,0,-11.101472317984099,5.734981776074219,1.366490541909889,157.99999999999983
-9,9,2,4,-6,8,-5,6,-10,-18.229970918501554,-5.59312611270617,-1.1769029687922778,365.0000000000001
1,3,3,0,-1,-1,-2,-9,3,2.9999999999999982,2.0000000000000018,-1.9999999999999998,16.999999999999996
-4,-6,4,2,1,4,8,8,-1,5.000000000000004,0.815072906367323,-9.815072906367329,122.00000000000011
5,3,8,-7,-6,8,6,7,-3,-13.397311616235186,7.184345717496423,2.212965898738765,236.0000000000001
-7,7,0,3,2,5,1,-2,-4,3.1523509131577896,-7.97655270360773,-4.175798209550059,91.00000000000003
-1,6,7,-4,-8,4,5,10,6,-9.34832417756902,-3.734463865025862,10.082788042594888,202.9999999999999
4,-3,-6,-2,10,5,-8,1,-4,-7.8228843980722145,5.040080968094511,12.782803429977704,249.99999999999994
6,4,4,1,10,-9,-3,-6,-8,-9.725912976795684,4.3739353625102275,13.35197761428545,291.99999999999994
-9,-4,-10,-5,5,-3,2,7,3,-4.567764362830015,-3.0000000000000036,6.567764362830021,72.99999999999994
7,-7,4,-6,10,3,5,4,0,-4.808434502355915,15.151277994490867,6.657156507865026,296.99999999999966
-1,0,-9,5,-10,-10,-9,1,9,13.89360143743856,-6.419621002456152,-9.473980434982401,324.0000000000003
7,1,-10,0,-9,1,-9,6,-5,12.272266661432457,-7.325144380503188,-11.947122280929257,347.0000000000003
-10,5,3,2,-5,3,-3,7,9,-11.372582296077152,-4.601783071358871,9.974365367436032,249.99999999999986
-7,10,-8,4,0,-9,6,-9,10,-10.872073231695154,0.5885640569505649,13.283509174744585,295.0
-9,9,9,-4,-7,10,4,7,-9,-16.120606561724244,-9.524194244274703,0.6448008059989779,350.9999999999991
3,-1,-6,1,-1,7,-5,1,-10,-12.385530161092268,5.27352839762754,-0.8879982365352816,182.0000000000001
4,7,-8,3,-10,-4,-9,-1,5,14.160119055752922,-4.451447740309815,-10.708671315443096,335.00000000000017
1,7,-5,6,-3,10,-2,8,-9,-17.692744097390907,6.4745020434093945,0.2182420539815324,354.99999999999926
1,-2,-2,0,-5,-9,-4,-2,8,9.590501634673135,1.3517616091995757,-6.942263243872714,142.0
7,1,10,0,-1,-8,1,-7,-1,-8.839281813666434,9.053210270545906,4.786071543120534,183.0000000000002
-9,1,0,3,4,3,1,-9,-9,1.8043774503000343,-8.865269386640183,-6.939108063659852,130.00000000000003
5,-4,9,-5,-5,-4,6,-3,-9,10.149393620764968,-6.690240959682177,-12.459152661082783,302.9999999999999
-3,1,-10,2,-2,9,-3,2,-9,-13.870732369067426,-0.9575023627624571,0.8282347318298884,193.99999999999983
9,7,9,6,-4,6,-1,3,1,11.820582814259764,-7.565086235175411,1.744503420915646,200.0000000000001
1,6,8,3,6,4,10,-5,8,-5.075729741052715,13.892699839620276,6.183029901432422,256.9999999999997
2,6,-1,7,6,1,4,8,4,10.98966762045005,-3.149749666537467,4.160082046087425,148.00000000000009
4,-8,1,-5,9,-6,0,1,-4,13.04014168019222,-0.8382644764094439,-3.2018772037827694,181.0000000000001
6,-2,-3,-4,-6,-7,-8,-3,-6,7.738526779464859,-12.33468397045943,-1.4038428090054194,213.99999999999983
-5,-1,-5,-10,5,0,-5,9,7,12.372209671164608,-3.551584320395097,-1.820625350769513,168.99999999999994
-5,6,1,6,10,7,-1,9,1,15.95127110039136,-7.979221076285949,-1.97205002410539,322.0000000000005
-7,-1,-6,-7,5,-6,8,-5,10,10.922017068535222,-5.231979979414048,2.3099629108788244,151.99999999999994
-4,-1,-4,3,-1,9,0,3,1,-5.971095063280169,-2.7829678173420285,4.754062880622192,66.00000000000003
-7,2,-8,2,9,8,4,8,9,16.246950765959596,-4.246950765959601,-0.9999999999999987,282.99999999999994
-1,-4,3,2,10,-9,-1,-10,-10,13.01410181567087,-0.24555591481216554,-13.768545900858701,359.0
-8,0,8,-2,2,-7,9,-5,-9,-17.745132843070408,-3.3360630615910427,6.081195904661459,362.9999999999996
-8,-7,7,-10,-6,7,2,3,9,-16.795899371946103,1.4636434667928064,10.3322559051533,391.0
-9,8,-2,9,4,8,-6,2,-7,-16.529219572089367,-3.326811561500112,7.8560311335894735,346.0000000000001
2,-5,1,-2,4,10,4,6,-6,-11.459520046523057,3.856380662987176,7.60313938353589,203.99999999999972
-5,3,-6,0,10,3,-4,3,2,-7.799853691245672,3.8896243120780234,10.910229379167648,195.00000000000006
7,-9,-2,0,9,0,-5,-10,-6,7.72841614740048,-6.72841614740048,9.0,186.0
2,9,-2,5,0,-8,6,-9,-2,-11.925072167729365,4.431363217779717,7.493708949949646,217.99999999999994
-2,5,-10,6,-1,9,-6,-3,2,-9.550365965610794,6.177304278880598,2.3730616867301824,135.00000000000026
-10,10,-1,-5,-2,-10,1,-6,-10,-3.509161044777281,-4.844838485979311,-13.646000469243411,222.00000000000009
-2,-1,-3,-5,-6,10,7,9,7,-10.620874117937717,-1.4312143080300517,11.052088425967769,236.99999999999994
-9,1,-3,-7,9,-7,-2,-2,1,-9.371733154415896,0.31841378497580836,10.053319369440091,189.00000000000006
-2,1,3,4,10,5,-3,-1,3,-0.8073768021468419,2.5390881851920915,9.268288616954758,93.00000000000006
7,-7,-8,-7,5,2,0,0,-6,13.071067811865476,-1.0710678118654755,-6.0,208.0
1,3,6,-4,10,-10,6,-5,-7,11.534133887031501,4.496775043180657,-12.030908930212167,297.99999999999966
2,4,-7,-8,-9,-7,-5,-7,6,-10.880094540181943,-0.4365412735506252,10.316635813732576,224.99999999999977
-4,7,-1,6,-7,8,-4,2,-8,-15.687874589138552,-0.8177598046771257,-2.4943656061843207,252.99999999999994
-3,0,5,9,8,-2,-1,-5,-8,7.2385095699290485,-0.5263014813002536,-9.712208088628797,146.9999999999999
9,-3,-5,-3,3,-3,0,-1,-1,10.11731210901091,2.916260785755212,-2.033572894766128,114.99999999999989
0,-10,4,-6,3,9,-3,6,-7,11.351762811305036,-4.910093057948751,-10.441669753356285,262.00000000000006
5,-5,-2,-2,-5,-6,-10,-8,-8,-15.463689758424263,4.960862098416219,2.502827660008053,269.9999999999994
8,-2,6,-2,-8,5,2,6,-7,8.736102527122117,-13.736102527122108,-1.9999999999999998,268.99999999999983
7,-7,-1,-7,10,6,-3,8,-2,17.87330438677137,2.3985173757663354,-5.271821762537705,352.9999999999999
8,-5,-5,-5,4,-9,-2,-3,-4,-8.197300182008933,11.387115016542118,4.81018516546681,219.99999999999963
3,-1,0,-7,4,9,-7,9,9,16.289291074104185,2.7378144921878422,-3.0271055662920214,282.00000000000017
-6,10,-5,8,-1,-8,2,-2,6,-12.988844770754454,4.507191392454156,7.481653378300289,245.00000000000028
-1,1,2,-1,8,10,8,6,-6,-10.51155747414303,-0.3372164921872118,11.848773966330226,251.00000000000017
-1,0,7,2,9,5,8,1,3,-6.807124487566147,6.889087752391033,10.918036735175118,213.00000000000017
-9,-1,-7,-10,6,0,-4,6,6,-9.717560186679933,11.5405199298881,1.1770402567918197,228.99999999999994
6,-2,0,-10,-4,-6,-6,-10,-5,-13.012680031004933,7.968035282494209,2.044644748510735,236.99999999999966
2,4,-7,6,2,0,-7,-4,8,14.16368302601149,-3.8249529781260656,1.6612699521145868,218.00000000000028
5,-2,6,-3,-2,-9,2,-10,-4,10.272030771386534,1.1446942001887992,-12.416724971575329,261.00000000000006
3,-4,1,-10,-1,-10,5,-4,9,14.570174191826489,2.8158341237905726,-6.386008315617053,261.0000000000002
5,10,-2,4,5,-2,-4,-1,-4,12.062257748298547,-2.0000000000000018,-4.06225774829855,165.99999999999994
2,-9,1,2,-8,0,-3,0,7,6.475424648944107,0.2688420216785975,-5.744266670622701,74.99999999999996
-5,8,4,9,9,7,-9,-4,-6,-7.926274968150871,-3.266380861278371,9.19265582942924,158.0000000000001
-3,8,-5,4,-5,-2,-7,5,-1,4.953808324089101,-10.658303333248094,-3.2955049908410103,148.99999999999991
-9,-8,6,-3,9,4,2,10,8,-11.636474072718723,4.828401660784973,14.80807241193376,377.9999999999999
-10,1,7,7,-8,7,6,0,-6,-0.4688711258507272,-15.0,-8.531128874149273,297.99999999999994
10,-6,-9,8,3,-2,-10,2,6,13.78531622845989,-0.3395711654395174,5.554254936979634,221.00000000000017
-4,-4,5,-1,4,3,1,4,-3,-7.10026523401638,-1.4269456185206495,5.527210852537025,83.00000000000003
-4,10,-2,3,-4,1,3,0,8,-9.142954988746396,7.621851332990036,1.521103655756365,143.99999999999997
-7,-6,4,3,8,4,1,7,3,11.0,-4.999999999999996,-2.0000000000000004,149.99999999999994
-7,8,-2,9,-5,0,4,-5,9,-14.12105373252768,2.2622755551762657,8.85877817735142,282.9999999999997
0,-8,-3,-5,-6,4,-2,-6,10,-9.309053814924095,5.109201642902124,8.19985217202197,180.0
-1,-5,0,-7,9,1,9,-5,-10,-10.000000000000007,-3.4161984870956634,11.416198487095661,242.0000000000001
10,-4,-9,-5,-7,-9,6,-3,-6,7.422580975831122,0.33804256022415224,-10.760623536055283,170.9999999999999
-1,5,-9,8,-4,-9,2,-7,5,-9.000000000000007,-2.2268120235368536,11.226812023536855,212.0000000000001
-1,6,10,3,1,2,9,-3,6,-8.59091036287465,12.85193457617692,1.7389757866977211,241.99999999999983
8,9,9,8,8,7,2,6,-10,18.667290853559358,-0.7077177964112922,-11.959573057148067,492.0
4,-10,0,-5,5,10,1,10,4,-8.0905102951914,4.665679018842244,16.42483127634916,357.00000000000034
-10,-6,-10,4,2,2,-7,4,1,-13.692654476691116,2.0982484327879765,4.5944060439031364,213.00000000000014
2,-9,-10,-10,5,-1,-1,-4,-4,12.087178711000682,-10.271228587570565,1.184049876569894,253.0000000000001
-9,-5,-4,-10,-8,9,-9,-1,0,5.190943091267169,-14.689573115101007,-7.501369976166161,298.9999999999998
-4,-4,-2,-8,0,6,-3,9,-9,7.4571401015946215,-7.387463669732531,-13.069676431862094,281.0000000000001
0,10,-9,-1,10,1,0,4,-7,9.414450750709108,0.5207451077526131,-6.935195858461716,137.0000000000001
4,5,-1,-1,-8,0,0,5,-5,3.619614961401891,-7.3754168472552335,-5.244198114146655,95.00000000000006
-7,-1,6,5,10,-3,-5,-9,4,-5.062257748298549,11.06225774829855,1.0,148.99999999999997
8,-7,-7,-5,0,-10,-9,-2,5,-8.885917011661082,12.751797517629836,9.134119494031237,324.9999999999997
-7,-3,-8,-9,-2,0,-7,-2,-5,-15.417815569851717,2.3346172545084563,-0.9168016846567468,244.00000000000009
-10,-8,-4,-2,-3,10,2,7,8,-12.721727746371783,-4.4260264800362,12.147754226407978,329.0000000000002
-7,-9,-10,-1,-8,-1,-2,6,4,5.4857614486451585,-10.366115998349114,-6.119645450296038,174.9999999999999
-9,-5,0,7,10,0,4,-8,-9,-9.0,7.933034373659254,-6.933034373659253,192.00000000000003
-1,0,0,-6,3,-8,9,-9,7,13.717797887081346,-3.717797887081348,-1.0,202.99999999999997
-3,2,-9,-3,-10,2,-10,-1,-6,4.569706094147655,-14.05996442136512,-9.509741672782543,309.0000000000001
9,2,-6,-1,-8,-9,-9,-6,-7,12.46268468271529,-15.5656192398098,-2.897065442905469,406.0000000000004
-3,3,-1,6,-8,-8,-8,-7,6,10.794870076402297,-3.9142315743808727,-11.880638502021428,272.9999999999999
3,-9,1,-6,-9,1,-2,-2,9,-12.319029782984208,6.683510675320391,8.635519107663804,271.0000000000002
-10,-4,7,-1,4,-2,0,-10,0,7.451517969186039,-9.72602664908816,-3.7254913200978783,164.00000000000014
-7,2,5,5,8,-7,9,9,-10,-13.51978701600728,0.8454816679148448,3.6743053480924397,196.9999999999998
4,-4,-1,5,-9,7,4,8,9,9.740853493147666,5.211561678626357,-10.952415171774028,241.99999999999977
3,-9,7,-2,-10,5,1,1,8,-11.721005008449882,3.64885564489857,9.072149363551315,232.99999999999994
2,-4,-9,-8,9,-3,-10,10,-7,14.30302423131529,-10.644568809469968,0.3415445781546863,318.00000000000006
2,6,6,7,-8,10,5,8,-5,10.69584062064359,-5.987660888253561,-15.70817973239004,397.0000000000001
-3,-6,-3,-6,-1,4,-5,7,-8,6.948010870193526,-8.022870193434773,-10.92514067675874,231.99999999999994
-7,-7,7,7,7,4,7,4,6,-7.282101539058672,10.15984932357494,3.1222522154837304,165.99999999999991
-8,-3,2,0,-1,0,-8,3,3,-6.274917217635375,1.274917217635375,-1.0,42.0
-9,3,-6,-1,8,-3,2,-2,7,-8.121803265406099,9.33286641947043,4.788936845935656,176.0000000000001
-7,-3,-6,-5,9,-6,-10,8,-7,-13.888194417315589,3.8881944173155953,4.999999999999993,233.0
8,-4,6,-6,1,8,7,1,-8,-12.068633292867814,11.327723700427757,1.7409095924400593,276.99999999999994
-7,4,4,0,-9,7,-8,7,3,1.256639751665121,-1.2209106285332014,-13.035729123131919,172.99999999999997
-5,-9,-10,-3,-1,9,7,9,0,-9.152067347825042,-0.9999999999999972,4.152067347825037,102.00000000000014
7,5,-6,-4,-9,0,2,9,5,-6.266850528979395,2.5370802208234964,6.729770308155904,90.99999999999994
0,-7,-3,-1,3,-10,1,-6,3,11.219800829371618,-0.8081083900506812,-4.411692439320941,145.9999999999999
8,-2,10,-3,9,-7,5,-5,-5,15.206555615733716,6.000000000000008,-9.206555615733704,352.0000000000005
5,0,-2,6,0,9,-8,10,0,-10.420839339135199,5.5304008042567645,9.89043853487844,236.99999999999997
-10,6,9,9,7,-6,-5,-1,8,-10.355756939309915,10.666077143133009,4.6896797961768995,242.9999999999997
-1,-5,-1,-1,10,1,-7,2,-1,-3.334712957139572,0.44041518450919864,10.894297772630374,129.99999999999994
8,-8,3,-5,8,7,1,4,-5,14.680469930329025,4.189311998359267,-7.869781928688282,295.0000000000003
10,1,8,-4,9,-1,7,-9,2,16.47170223274614,5.829978746456072,-1.3016809792021968,307.0000000000004
0,-10,-2,-4,10,-8,-2,-9,-1,-8.65504386172414,1.6776992452309896,15.977344616493147,332.9999999999999
6,-10,7,-5,-5,-2,-1,4,-7,8.4072121455236,-8.867171977242133,-5.540040168281473,179.9999999999999
-3,-7,-8,-7,-10,-2,0,10,8,-11.367756103611937,-3.199693138023848,9.567449241635773,231.00000000000028
-8,-3,7,-8,-9,0,-6,-4,3,-10.312059538802156,-3.4029724187836017,-0.28496804241423423,117.99999999999986
8,-9,-2,-1,8,6,-4,7,-5,-7.3697942570373725,4.2878846675381475,14.081909589499222,270.9999999999999
-10,-1,-2,2,4,7,2,-6,-9,-8.24581024328828,-5.635088877113112,-1.1191008795986195,101.00000000000024
1,10,-2,6,-3,-3,1,8,-1,-8.0454723265439,3.4007963957890586,1.644675930754846,78.99999999999989
-1,10,-6,6,-9,-2,-9,-1,1,9.782840406622658,-14.02275298709089,-4.760087419531779,315.0000000000001
2,-8,0,-8,4,-3,-4,-6,-5,11.331041712659779,-8.85620387384887,-1.4748378388109047,209.0
8,-8,0,-5,10,3,6,-8,-7,14.213647889499487,2.741074817553965,-5.9547227070534605,244.99999999999983
1,2,-1,-4,-6,1,-9,-3,-3,1.0329344278299182,-4.255608747437291,-4.777325680392633,42.00000000000004
8,0,-3,5,-1,-5,-1,-1,8,-1.3754718187156367,6.062878427884756,10.312593390830882,145.0
-7,8,-8,6,3,-1,-5,5,-2,-13.978342979017395,4.613250497141965,3.3650924818754295,228.00000000000003
10,1,1,3,-9,-1,-7,-5,2,9.07851563071943,3.5222350714128234,-9.60075070213224,187.0000000000002
-9,3,-1,5,-8,-3,6,-7,10,-12.778917387188862,-5.016277430493735,10.7951948176826,304.9999999999999
9,-10,-8,-3,-4,4,-3,4,-6,12.913607296833053,-4.783728341629315,-9.129878955203747,272.99999999999966
-6,-10,8,0,7,-5,6,3,1,-8.710188332903883,8.419286730750892,2.2909016021529696,152.00000000000003
-6,-4,5,-2,4,-7,9,-4,3,11.764555051870207,-9.03312822811008,-1.731426823760115,223.00000000000003
