a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,eig1,eig2,eig3,eig4,eig5,sum_squared
-7,-4,-5,2,7,0,6,6,1,-3,0,-5,-6,-7,-9,-1,-4,-8,-1,-1,-5,-2,-8,1,7,-12.12387842358305,-5.5083488268094,9.065708264275454,5.634812092335464,1.931706893781534,295.00000000000045
-8,-4,-2,2,5,5,1,9,-1,1,9,2,8,3,0,8,1,4,-2,-9,2,9,0,-2,8,11.629368862922298,8.190569379643552,-8.50752850126237,-2.861851028121369,-1.450558713182109,285.0000000000007
-2,-8,1,-2,6,-9,0,-4,-8,7,-3,9,-9,0,-10,-4,-4,1,9,-7,-1,2,-9,-5,-7,12.80024468357096,6.855053111263233,-1.7276670698837269,-8.432488442642619,-18.49514228230785,626.9999999999999
-2,3,-8,0,-9,4,-5,-3,0,-5,-4,2,10,-8,1,0,-8,-10,5,-2,-5,5,-8,3,-4,16.27952668977152,-10.906364150986725,4.042837566363165,-1.4797558574708287,-3.9362442476771453,417.9999999999995
-9,-2,1,6,-4,-9,0,7,0,-1,5,0,-10,-7,-5,7,0,-7,-5,3,4,0,-3,-5,-9,-18.121010549841237,3.079770205089923,-10.197550335189943,-1.5315863286016005,-6.229622991457164,483.00000000000057
-5,0,-7,7,5,10,0,-5,0,-2,4,0,-10,1,1,8,2,-3,-8,-1,7,4,10,-6,-6,3.564110950473326,-14.481041552029438,-9.658071347685516,-6.429243312220533,-1.9957547385378431,360.99999999999966
10,1,8,-2,3,5,4,3,-10,-8,10,1,3,6,8,-6,0,-2,-6,2,-2,-3,7,6,-7,16.15425186237332,-12.578855470113602,-8.615884790988755,1.0768551817226601,7.963633217006371,558.0000000000003
2,-4,-9,2,-7,-10,1,-8,6,4,-5,3,0,2,5,-10,6,3,5,8,-2,-5,-5,0,-10,10.196821779526275,-9.372279667772935,-5.29852375710799,3.587581475068215,-1.1135998297135477,233.99999999999974
-2,-4,6,9,-4,-2,7,7,-3,-10,3,0,9,-5,-9,7,0,-2,0,-3,1,-7,-7,7,-1,-10.521779449889765,-7.216638153995877,17.074287563501517,7.646549605915014,6.017580434469138,548.999999999999
-7,2,-8,10,6,-4,-2,-1,-8,3,-8,-6,3,-10,7,-9,-5,-3,9,-7,5,3,2,-9,-1,14.614706174338558,7.514813312573618,-12.603732933485974,-2.58706828284442,-4.938718270581789,460.0000000000001
0,-1,6,1,8,-9,-7,6,-5,4,5,4,-1,7,-1,-9,2,1,-5,-7,8,2,1,-9,2,11.962381177375102,-14.716145886118953,-8.00301732026775,-3.675383254242407,3.4321652832540153,448.9999999999992
4,1,9,-4,-7,-4,-10,-9,-4,9,8,-5,9,5,6,-8,-10,-10,-4,2,-5,8,-9,-2,2,15.775829739755942,-16.915585272800364,-4.492643634415945,5.292049365055747,1.340349802404637,584.9999999999999
8,9,4,3,5,8,5,7,-3,2,5,0,4,-2,-9,10,5,2,5,-3,5,0,-3,6,-10,16.976804515686613,-11.861605721215879,8.395277167929683,-2.0722365779582663,0.5617606155578215,504.0000000000001
0,9,2,-4,10,-4,-4,-9,-9,8,7,-8,2,-7,-5,-10,-10,-9,-7,4,10,8,-10,2,8,-19.608471556266995,-13.246053040354063,0.5464789204853617,13.138628153414945,18.16941752272076,1062.9999999999998
7,9,-8,1,5,3,7,-4,4,8,-1,-9,-9,6,-4,-2,2,4,9,5,3,10,-7,6,4,21.54726875571614,11.609656515956335,-12.890345738206692,1.7128813550714972,-3.979460888537241,784.0000000000009
4,-2,10,10,1,1,9,-2,-3,-8,4,6,-8,-5,-1,8,-2,0,-8,-3,-6,-6,4,3,5,-14.972630054081945,13.343747336288475,9.087931644027107,1.287542074350574,-6.746591000584198,531.9999999999995
-9,-8,0,10,6,6,1,6,-4,-1,10,9,10,-4,-6,7,6,3,3,8,-1,2,-6,-2,-4,13.221446473291902,4.9231178030729135,-2.682776726695293,-7.536936026621222,-6.9248515230483205,310.9999999999998
6,7,-6,8,2,10,-3,5,-1,-1,4,5,10,10,-7,-5,-4,6,-4,-1,7,-2,-3,-5,-3,15.785266972579162,7.457571489934024,-0.7063364407885513,-7.272481621875548,-9.264020399849105,443.9999999999991
-7,-3,-2,7,-2,-3,-5,2,-3,-2,4,-2,10,-4,0,7,-8,-10,-1,-7,8,8,8,-10,10,-13.821699179942158,16.41420113747745,-6.156622623680111,8.18294881272622,2.3811718534186057,570.9999999999999
4,-5,6,10,10,5,5,9,-5,5,1,8,10,2,-5,-2,-7,-5,2,0,4,6,-8,-9,4,15.733147221314358,13.11074959735377,5.181397702000759,-2.276414851881653,-6.748879668787239,496.99999999999966
-10,-6,5,-9,-7,2,1,4,3,-4,8,10,4,0,0,-9,2,0,2,-8,-2,2,-7,-2,10,-15.979422627312918,14.358250608848834,9.406690913620238,-3.907324715111346,3.1218058199551897,574.9999999999997
5,7,9,-4,-1,10,-9,-4,-9,4,-6,-4,2,10,2,4,-8,10,0,7,-2,10,10,4,-9,-21.148917583142463,15.259778723401936,4.50768897236552,-4.431832763946398,-5.1867173486785685,747.0000000000007
-1,-4,1,-10,9,-7,-7,-5,9,10,-6,-10,2,-5,10,-7,-2,-1,9,4,4,7,-3,10,-8,-21.226119165065036,13.981871866608614,-3.7777191229444065,5.30836462593138,0.713601795469439,688.9999999999994
-3,-2,-10,1,9,-7,-7,1,5,2,-2,0,7,-10,7,2,0,-3,-10,5,-3,5,-1,2,9,11.84276531248975,4.611678925221334,0.9546397269726071,-11.149262193377266,-10.259821771306417,392.0000000000002
-2,-1,8,-7,10,-3,-5,10,5,-5,2,10,-5,3,4,-8,8,-3,6,-5,7,2,6,-7,-6,15.337371369946018,8.736406549276214,-7.560339581777625,-13.63485802557896,-14.878580311865637,776.0000000000003
8,1,-8,4,-3,-4,-4,-1,-9,10,-6,-2,-4,-5,6,5,4,-8,4,3,-4,9,4,7,8,17.313915451470425,11.248805186153676,-1.369500925249323,-1.8346562714737158,-13.358563440901074,609.9999999999995
-3,1,9,10,5,10,-2,-4,-10,3,-1,-10,6,9,1,9,-6,8,-5,1,1,-4,0,4,7,-18.16640507774271,14.282194602784518,9.270376921206989,1.9860566341096937,-4.372223080358503,643.0000000000011
-4,4,-6,-9,-9,-5,6,-9,7,7,0,-8,7,0,0,-8,0,-6,9,-5,-4,0,-2,1,-1,-11.335143173440898,16.115176702670926,9.430580610958925,-1.0537169297828488,3.8431027895939267,493.0000000000016
0,10,2,-8,-6,7,2,-4,10,-4,6,-4,1,4,-6,-2,4,0,-5,3,-7,-9,-4,-2,-5,12.996176356797237,-15.971505007495658,-9.042511475461307,6.789927791925192,-1.7720876657654805,555.0
4,7,-1,-1,-1,1,6,-8,-1,-4,6,-10,-9,1,8,-4,-1,1,5,8,2,4,10,4,7,-16.073670955040516,-0.8310756725447639,12.569535300341162,9.58913203572489,7.746079291519239,569.0
9,0,3,-1,-5,-5,-8,-1,0,6,-1,7,-8,-7,-10,0,6,-8,7,-9,3,10,-3,5,-5,-13.637494394383832,-10.257737550961638,9.918300077293077,6.090376929319181,2.886554938733254,434.9999999999994
8,6,-7,-6,0,10,4,7,2,3,-7,7,-3,-6,2,-2,-7,-9,-3,0,7,4,4,3,2,-15.240108849000055,16.168389766873762,7.041552867484862,-3.0458263025806973,3.075992517222116,562.0000000000013
-7,-2,2,-6,1,8,-10,2,6,9,9,5,-3,-10,-4,-10,-1,0,-1,-3,10,1,-9,-9,-2,5.8427276970466355,4.530870174177105,-13.719953125832074,-13.215314578593347,-6.438330166798329,459.0000000000001
-5,1,1,2,7,-2,9,-1,-8,5,9,-9,-3,8,5,-5,-5,-6,-8,-3,3,4,8,3,-10,8.917839005729792,3.4458210168283996,-14.471570648764793,-9.354570949114754,-5.537518424678697,419.0000000000004
4,2,6,-2,-3,-8,7,0,4,-5,3,-6,4,3,-6,-8,4,5,-4,-9,-10,-9,-7,-10,1,-13.36506116612457,-3.669508633253166,0.5634351132624067,11.756693391853803,16.714441294261505,610.0000000000007
-10,8,1,-4,-2,5,-9,7,8,4,-3,-6,-10,2,3,-7,10,-6,7,-8,-10,5,5,1,0,-21.06336909120762,-8.020089397030329,-3.7860173409485567,1.9271768755946213,8.942298953591894,605.9999999999992
-10,-7,-10,-8,0,-8,-1,0,3,-7,-4,9,-4,-4,7,-6,2,-9,-8,-5,6,-8,2,-10,-1,12.715116069178642,4.368574362559819,-18.991171538448686,-8.980213772157825,-13.112305121131945,793.9999999999994
8,8,-8,-1,-7,3,-7,9,9,-5,5,6,4,-6,-4,-5,5,-1,-9,-8,-7,-2,4,-7,10,-19.4797527473892,-1.8279862315469542,15.284463343853803,4.100708589434638,7.922567045647726,695.9999999999993
-3,-4,-3,5,4,-3,-10,-10,1,10,-1,-5,-6,1,1,4,6,1,-7,-9,-3,8,3,-7,-5,-23.96659668296435,4.133565792387529,0.915210156367274,-4.354563656151976,-7.727615609638477,670.9999999999999
-3,4,4,-5,6,-3,-8,2,-7,-8,1,0,-10,10,7,-8,2,7,0,2,5,-8,10,-8,2,10.963970285916364,6.588680312843728,-16.097457311253752,-13.146932972649667,-7.308260314856685,649.0000000000006
-4,-2,0,-1,-8,10,-3,7,-8,-9,8,5,-4,0,-4,3,-2,-2,-9,-7,-8,-7,3,-2,-7,6.983107087879819,-18.505976748172348,-2.5071791823351206,-5.187039518885901,-7.782911638486424,484.9999999999991
-8,4,-7,7,1,4,-6,10,4,-5,-1,6,-6,8,-5,6,6,8,-4,-9,0,8,-7,-2,4,-18.06611189917295,-12.299195355316048,-4.070289165404726,10.50298607134069,3.9326103485530126,620.0000000000001
10,-6,-5,-8,0,-9,4,-4,4,-3,-8,-9,9,-6,-8,-4,-8,0,-6,-7,10,2,-7,-10,-1,-15.185101821032884,19.071522908559427,-1.0298284726356863,1.460218042343171,11.683189342765985,733.9999999999997
-5,-2,-9,-6,-7,8,8,1,0,-8,-3,-4,8,-4,6,-5,1,-1,9,0,2,0,5,-6,-2,13.473494010447906,10.180098478854616,3.8511081208688265,-6.600302348312112,-2.904398261859212,352.0000000000007
2,-4,0,-4,3,7,-7,3,-9,4,-8,5,-7,7,-1,-3,-8,9,7,4,4,8,4,-7,2,13.026262126809055,-14.440753960032367,5.132069094705055,-0.2060069427188307,-6.511570318762913,446.9999999999997
-6,2,-8,-9,10,5,2,8,0,-7,-9,5,-3,4,-3,-1,-5,2,4,-6,-3,-6,-2,6,-3,-14.246912850220923,9.677614077120314,2.672785823539412,-3.431267531436711,-0.6722195190020962,315.9999999999997
-8,8,-1,2,-7,7,-9,0,-2,3,10,10,-9,-10,10,-3,1,-8,3,2,-7,8,8,6,3,-21.5119260761795,-14.820092419986215,0.44300455845665915,7.177935980332476,8.711077957376569,810.0000000000011
-8,-3,3,6,5,6,-9,9,8,-2,6,3,-2,6,1,8,6,8,-5,-7,10,3,9,-8,-2,-19.81048584970743,-8.747610099214182,-12.262615615404783,9.511008131199057,5.309703433127332,738.0000000000002
-8,-6,6,3,10,4,-2,3,-10,-10,10,10,2,5,5,-7,-10,7,6,2,7,3,6,-2,-9,12.235619600244597,8.860665600470556,-2.308325112774621,-13.517649744203087,-16.27031034373742,681.0000000000007
-2,-1,-1,-8,-6,7,7,-6,-5,3,2,-2,2,6,-10,-7,-6,4,-4,0,-8,7,-3,3,6,-11.023612312939473,-6.562113854314451,0.3845297720837184,9.563691079617161,16.63750531555304,532.9999999999998
3,-9,-1,4,-4,-7,-8,8,-6,-5,-2,8,7,-9,-9,-1,-7,-9,-10,7,-5,-10,2,9,-10,18.654834293538933,5.3316862283088104,-6.610826931211479,-18.724041328150502,-16.65165226248575,1048.0
-9,10,-3,-1,-2,-3,8,9,5,7,-4,4,8,-2,7,-4,5,-4,9,-6,-7,10,1,9,-8,-13.814971272701552,-5.0630974704793825,15.08398233280208,2.401699688821649,9.392386721557234,537.9999999999998
8,-9,9,3,-6,-6,-1,4,-3,3,7,-2,2,-3,3,6,-1,-2,2,-5,4,1,-3,-5,6,15.86369701229227,8.308294910416066,-6.6928271751597395,1.40459185050061,-1.883756598049231,370.99999999999966
9,1,7,8,-6,3,-3,3,1,-1,-9,5,-9,-4,-6,0,-6,5,4,-9,-4,2,-7,-8,10,16.85766626453907,-9.214160843270689,6.231428637654129,0.13654095654222823,-3.01147501546476,416.99999999999943
-5,3,-4,-8,-2,6,1,-10,-10,-10,7,-8,2,2,-8,-6,4,0,-2,5,1,-2,2,4,0,-11.478333784881912,9.529816116717393,1.49841719782833,-0.5740520026784308,-2.975847526985387,233.99999999999997
-4,1,-5,4,-5,5,3,9,9,9,10,5,-10,10,10,4,9,-3,6,-1,-10,6,10,1,-4,17.66807665426098,5.445136107189758,-15.107983475103465,-9.586469773879601,-7.418759512467701,717.0000000000001
2,-10,2,4,-9,-9,3,-8,1,8,-9,8,-3,-5,8,7,10,-4,-8,10,0,10,8,5,-7,-19.003897994541163,-9.63470560366433,-2.817842966005669,12.601934893516232,5.854511670694937,654.9999999999993
-3,-9,7,1,-2,-2,6,4,-9,-1,1,9,-2,4,10,1,-2,5,-10,-5,-5,5,10,-3,0,-19.25754756600898,12.539400001666078,5.4731881401308895,-4.542423949257619,-3.2126166265303655,588.9999999999995
-9,-10,1,3,9,-5,-8,-8,1,4,1,-6,10,-5,-9,1,-8,4,-6,0,9,3,-4,-3,6,16.149015283227854,-18.106124872913437,6.360584868079264,-9.503111298285784,-1.9003639801078893,722.9999999999989
1,4,-4,4,2,6,-9,-1,-1,8,-6,-2,1,7,10,8,-4,5,-5,1,0,4,4,-2,6,-14.670785299605065,-11.69802516332087,11.200647353716814,2.7893451630488872,6.378817946160236,525.9999999999999
9,-6,-10,-1,3,4,0,-3,1,-2,-8,-5,8,-9,1,-5,-6,-7,-7,-8,8,-8,-2,-7,1,16.75926456477341,12.002517946197909,-0.13323082079212195,-2.9548412989555652,-14.673710391223642,648.9999999999995
-4,-4,-8,-6,5,-10,9,3,-9,3,0,-7,5,-6,-6,1,-8,-9,8,2,5,6,0,6,-4,-14.114357454360714,-3.910786226772698,5.9808664398848475,12.489356837073316,13.554920404175256,590.0000000000005
2,-4,0,4,-9,5,6,5,4,-6,-8,8,9,-8,8,3,5,-6,9,2,-10,-8,7,-1,4,21.388023761130604,12.986857278422315,8.425826434354551,-3.01137375729467,-9.789333716612777,802.0000000000008
4,-7,5,-1,5,1,7,-10,4,-9,-1,-10,2,1,4,-2,1,3,10,-9,0,-3,5,-8,5,21.008109231405818,10.170076951210637,5.952754552566376,-5.998396606091929,-3.1325441290908733,626.0000000000009
-9,-2,-5,2,2,-9,0,-8,6,-3,-8,-3,-5,1,2,-4,7,-2,10,-1,7,5,5,4,-8,-18.269748141004445,11.842212769771626,-5.706908877726984,-0.7695732546316387,0.9040175035914616,508.0000000000007
8,2,-10,-4,10,3,10,4,-2,7,-4,-5,8,3,-10,8,5,5,-2,4,8,6,-8,-3,-10,-16.175790406566513,19.92501311235245,1.362692841768653,2.210020874768618,6.678063577676814,710.0000000000005
4,-2,-6,4,8,-1,4,1,10,1,-8,-3,-1,-6,-4,-7,10,-9,-5,-1,-6,9,3,6,-7,9.372756356078318,7.296820498413606,-11.929048726005151,-2.8495338391516922,-6.8909942893351,339.00000000000017
2,4,-4,3,9,-2,1,6,-1,-7,-1,-1,-7,-10,4,1,-3,-9,1,4,8,8,9,9,5,-15.660166318272639,10.75824358951424,7.213440541637236,2.577109516217366,-2.8886273290962134,428.00000000000045
5,-6,-10,2,-5,-7,-9,2,5,-2,-5,-7,-7,2,-1,-3,3,-5,1,-4,-3,2,-4,-3,-1,9.56412600751391,-13.151524250599191,-8.478031190990203,-3.2169733222128305,4.28240275628831,365.0000000000001
1,2,4,-4,-9,1,-1,-5,-4,10,0,-5,-5,3,-3,-10,-8,5,0,10,-10,7,-8,7,7,20.405440388720347,9.608446412605366,-4.580173233029055,-9.74856978355249,-13.685143784744195,811.9999999999998
6,-6,4,-6,-10,3,10,-8,-7,10,-1,-10,9,10,-9,-3,4,-1,-7,7,-4,8,-3,9,4,21.93595681081515,12.461493698557826,-11.325563773261866,1.9822016064353902,-3.0540883425465157,777.9999999999991
6,-3,4,3,-5,-6,0,-7,6,-5,7,5,2,-2,0,4,6,1,-10,6,4,-3,-4,1,-8,8.14328504180235,4.499086686700087,-1.1000952327333933,-10.45484733562831,-11.087429160140742,320.0000000000002
-6,7,6,5,-6,-2,7,1,7,-7,-4,7,-7,1,-10,8,6,6,5,5,-2,-1,-9,5,-3,-15.203700679414908,-7.6677494622977305,-2.298567749844986,6.668067449590184,14.501950441967447,549.9999999999999
7,10,-10,-10,-4,-7,-2,10,6,1,-10,8,-9,5,2,-8,4,6,-2,-3,0,3,-2,-5,-8,15.24193370329101,3.959890864583643,-17.69342128492191,-3.471079044235426,-12.037324238717305,718.0000000000005
-3,9,10,-6,-7,-7,-4,1,8,-9,8,4,-9,8,10,-2,8,2,3,4,-7,5,3,5,-2,9.586943203843711,-15.835962651635732,3.536634658008946,-2.8037268859591893,-9.483888324257748,452.9999999999999
-6,-8,1,-7,-4,-8,-1,-8,2,-2,4,-1,10,0,-8,-8,9,7,2,-5,-3,-3,-1,0,-9,-15.954560458816468,13.730781958714529,8.169025575446856,-7.686539418929368,-2.2587076564155564,574.0000000000005
-5,1,1,1,-3,4,-5,4,-7,-8,1,-6,-5,-4,3,-5,-8,2,-2,-8,-4,-4,4,-10,0,-14.025159081264245,-10.520603073232005,-4.275239650974017,4.594045851279427,7.226955954190826,398.99999999999994
-8,-5,-6,9,8,-10,-1,-5,7,10,0,2,5,9,3,7,-3,9,7,4,5,7,-5,9,8,-17.103907779392415,-5.189452856836687,19.03350546716382,5.183154275850399,9.07670089321488,790.9999999999999
-6,-6,8,10,-2,-7,-2,-1,8,2,6,-8,6,4,0,2,10,6,7,-6,-6,-10,1,1,-1,15.598687899512308,9.986517335964463,-12.02564499438254,-2.701117836815451,-6.858442404278789,542.0000000000002
4,5,3,2,7,5,2,-4,-3,8,5,8,-5,10,4,-10,4,10,9,1,6,9,-4,6,-3,-13.037605057287434,-6.570146592382786,3.5604300164725644,10.184286150837773,12.863035482359878,495.0000000000001
5,-8,-4,-6,-8,-9,9,-6,2,-2,1,-1,-8,-8,-9,3,0,-10,0,1,-9,-9,-5,2,-9,-21.377553799847263,-6.823724250269254,1.515560126569333,14.148660516196092,9.537057407351094,797.0000000000003
0,6,0,1,-6,7,7,3,8,7,-6,3,0,-4,-8,-6,9,3,-6,-4,-3,4,-4,8,10,-9.845811597657942,-6.521940428075917,1.5344325801335315,10.519827761245372,15.313491684354974,486.99999999999966
4,7,-6,-5,10,-9,1,-10,-3,9,-8,-10,3,1,-9,-5,4,-2,-7,-7,-10,10,-7,-4,-8,12.034882934300821,-15.399241881252502,6.454267638355271,-8.083394964868374,-2.006513726535236,493.00000000000006
9,7,10,2,-9,8,-10,4,0,6,7,9,2,0,-4,-6,4,1,0,9,-7,3,-7,-2,10,22.07369013365293,-15.446001365968357,5.917079944742079,-2.348495936346687,0.8037272239200428,766.9999999999992
-9,-2,10,-8,-9,4,-9,-6,4,-2,3,-1,2,-8,-10,-6,4,7,-4,-10,-7,4,8,-6,7,9.927068616355264,-14.348978315679878,0.47320042127678347,-0.8260994782374307,-8.22519124371475,372.9999999999995
4,5,-5,-7,7,4,-1,1,-4,-4,-8,-1,-9,8,-8,-8,-6,5,8,2,-6,-10,-8,-4,-1,18.752366433572853,-14.926919198539169,3.6187342389573924,-0.006747718418298843,-6.437433755572725,629.0000000000006
7,-2,8,-8,-9,10,1,-2,8,6,0,2,0,-4,-5,-10,6,-1,-5,-4,-5,10,-10,0,5,-16.82053131510233,15.514127571287734,9.473167057173574,-2.5960269644191074,2.4292636510601784,626.0000000000002
8,-10,6,-9,-8,6,-9,4,-1,-1,9,9,5,-5,8,-9,3,0,-6,6,-10,-8,4,-1,-3,17.18354830492956,7.374603408957638,-13.29897343459641,-8.515437969992078,-7.7437403092987385,658.9999999999992
-2,-8,7,1,4,0,8,4,-3,-3,-2,-10,10,-10,8,7,-10,-2,-3,6,7,-1,10,-2,1,-8.167357042852306,-3.6795347001608643,1.3705494292539957,11.831212278923196,12.64513003483598,381.9999999999995
4,10,-8,-6,-5,8,7,8,1,-3,-8,-2,7,-1,9,-7,-3,-4,8,2,6,-6,10,3,-5,-14.234970349170696,-2.1376660128359957,16.063379773699243,13.873449914603185,7.4358066737042785,713.0000000000011
-9,0,1,0,-3,10,3,-2,2,0,-2,2,-9,-6,8,-6,8,-4,9,9,0,-4,8,2,-8,-15.765409808496692,-12.400421642635788,11.818007914100981,2.4506161032648177,-0.10279256623335668,548.0000000000008
-7,-9,1,-9,8,-8,-6,-9,0,1,-5,-10,9,-6,7,-9,4,4,8,-7,7,7,4,-6,10,-19.84808735872384,21.343571768610268,-3.785972562532753,11.852114858306546,4.438373294339736,1024.0000000000002
-3,-8,-5,1,1,8,-5,-6,-8,6,-7,-10,-6,-1,-6,7,-4,-8,10,9,4,4,-5,7,-10,15.45274921887829,0.43851309704887786,-0.7087466587272879,-15.754940769644822,-13.427574887555057,667.9999999999999
6,-1,7,-2,-3,-9,0,-4,-10,-7,-4,1,-7,2,5,4,-7,2,-6,4,-1,-10,-4,-4,10,14.839271278368782,-12.213579043609894,2.158319908647293,0.7473261674263185,-2.5313383108325302,380.99999999999926
-9,-3,3,-1,-6,-9,-3,4,0,-6,-10,6,-1,-9,6,-5,2,-9,5,0,-10,1,10,-10,-10,13.64706567055768,-19.453777759537665,1.2969143399332692,-7.30784630540562,-6.182355945547664,658.0
6,-7,-1,-8,-4,1,-10,2,1,-10,0,2,1,-8,-5,-9,6,-5,-3,-5,9,-3,-1,-10,-2,13.910870727439557,-12.130793351579742,-10.600687346651474,-3.0982741915784686,3.918884162370154,477.9999999999995
-2,7,5,6,4,0,6,1,-6,-2,8,4,-1,-9,8,0,-7,-10,-3,8,4,-8,3,6,-7,14.097200671536239,6.050631986673398,0.7989169215645939,-9.941618875684552,-18.005130704089694,659.0000000000002
7,-8,0,-8,-10,-4,8,4,1,3,-1,9,-10,-2,-4,-7,-5,-3,9,-9,-3,-4,-8,-8,-5,-17.737675333612792,-7.89456756993837,15.86383341281366,7.351611735502254,11.41679775523524,813.0000000000002
-10,-6,7,-5,5,-5,7,-10,-5,1,7,-9,3,-3,10,-7,-7,-2,-10,0,-2,9,0,5,-1,-19.530751124037472,-11.507926503121285,13.45326682821224,-0.6087803484920042,7.194191147438497,747.0000000000007
8,7,-4,-9,-5,8,-5,3,2,-5,-9,1,5,-1,4,-7,-9,-10,6,0,-9,2,7,-7,-9,17.532041885292383,11.194853125096047,-3.28193021714665,-11.72804079655303,-8.716923996688772,657.0000000000002
1,-1,-2,-4,7,5,-2,-4,0,4,-2,-10,9,7,-5,-10,-7,-3,8,8,8,-1,3,4,-8,-13.858489849709184,-2.957679582032133,13.362372168894499,2.3322952137696413,9.121502049077172,468.0000000000003
0,3,8,-5,-2,-1,-4,0,-1,8,8,2,-4,9,-5,-6,-6,8,2,5,1,2,-3,6,-3,-18.784798367180148,-6.595016681354912,2.436997515326541,6.106230170834953,7.8365873623735816,500.99999999999966
5,-7,2,9,-5,-9,2,-5,5,4,2,1,10,-4,-8,5,0,0,1,-10,-6,-3,-9,-9,-10,-17.08134110084935,-8.353885008155116,17.558643202617652,5.925644196663114,9.950938709723728,804.0000000000006
3,-8,5,-1,-7,-9,-4,10,-3,-7,5,-10,8,3,-10,-5,-8,8,6,-6,4,-7,-7,1,7,-10.115184451219513,16.14530888746746,1.7413949663995387,4.847015149550005,7.381465447802493,443.9999999999998
-7,8,9,8,-8,-5,4,1,-6,-8,-2,3,2,3,-6,10,-8,-10,-2,-3,1,0,-2,-2,-9,-13.363774538325227,7.675308042491564,-4.394619564128289,-0.13711176199173325,-1.7798021780463098,259.9999999999993
-1,6,1,3,-7,10,9,-8,-1,-6,0,-5,-7,3,0,-4,-1,7,-5,4,2,1,-3,-1,0,12.940327164985328,-11.706071425479367,1.095194832584462,-4.233696906606519,-2.0957536654839184,328.00000000000034
9,-9,-7,0,-7,9,-4,-5,10,-10,-2,2,-3,0,-4,1,10,0,5,-8,-7,-5,-9,-9,9,21.831264411426723,6.402422942392645,4.238538181555141,-7.6145978022704295,-8.857627733104094,671.9999999999999
-9,0,5,-9,-4,-7,5,-1,9,4,3,-3,-8,7,-6,-8,7,0,4,-10,-8,8,-4,5,-8,13.131998508792027,-17.52956649917194,-10.338345995549103,-5.353513057084666,4.08942704301367,632.0000000000009
-5,4,-3,5,8,0,8,0,3,10,6,9,8,-7,-4,1,2,-8,-6,6,8,6,8,8,8,20.843824283640195,-10.887042191540589,-3.6662661128596272,-1.2309534891939617,7.940437509953981,630.9999999999994
-2,-4,-10,3,9,-3,10,10,-7,-4,-3,7,-10,-6,3,3,0,1,8,-9,1,1,8,-8,-9,16.64860713528831,-18.60153972353075,8.945569501879463,-1.2642285321323108,-8.728408381504725,781.0000000000007
6,7,10,7,-5,4,-9,-10,-2,-7,2,-10,-10,4,-1,1,-10,2,7,8,1,-7,3,3,-9,12.152604972657208,9.133846971798633,-22.388967072679094,-4.298163026384518,-9.59932184539222,842.9999999999995
9,9,1,-6,-6,8,7,-6,-7,2,-4,-10,-3,6,-3,4,-9,-2,-10,2,-7,1,-2,8,-8,19.420673551539185,5.102329116920037,-15.66098591348784,-7.410300745023133,-6.4517160099482345,745.0000000000009
-9,-5,8,6,-6,2,-8,-10,-9,8,6,-8,-8,-9,-2,8,-4,-6,-6,3,-2,9,-6,-3,2,-25.434764010714794,12.137799194757395,0.14129251723418637,-10.679452981183491,-5.164874720093316,935.0000000000001
-5,-4,-10,1,3,4,3,-2,-5,6,-5,0,9,2,-8,-10,6,-7,-4,-7,5,10,3,-4,-4,12.67299737601472,2.159928655461403,-2.7077106191639295,-4.793072583036427,-8.332142829275776,264.9999999999996
0,-3,-9,-8,-7,2,3,-6,-1,-4,-1,8,-3,8,-6,-6,3,9,7,-5,-7,-10,-8,-7,-5,-16.033225292113514,13.06245667150615,10.803497297444904,0.1317495597693639,-5.964478236606892,580.0
4,-10,-4,-2,10,-9,-2,2,3,-2,6,-4,8,-1,8,-1,-5,5,-5,-3,10,8,10,-4,-6,-16.930934288401534,12.974337098344012,9.580457220886414,-5.347503591230713,-1.2763564395981977,577.0000000000002
7,-6,-5,2,10,-7,7,10,3,5,-1,6,-6,4,3,8,-2,1,-9,1,10,1,-1,-8,6,15.642253822467714,12.647715974264361,-13.898903674719502,-9.115917160532845,-0.27514896147972734,680.9999999999994
10,5,5,10,2,6,-9,-6,-5,2,9,6,-7,-8,-6,5,-8,-7,-3,-8,2,-4,-6,-9,9,-22.613191824461737,15.097937429587258,11.160919053048639,1.8842076878084928,-5.529872345982696,898.0
1,9,1,-9,-3,2,-9,-8,10,7,-10,-7,7,1,-5,7,9,-2,-4,-5,-6,-6,-7,-3,-1,11.929774764229434,3.510886725552818,-2.9479064203999448,-4.573423373586343,-13.919331695795972,377.9999999999999
7,2,-8,7,5,8,-6,0,3,-3,4,1,-9,5,1,6,3,8,-9,-6,-2,9,6,-10,1,-17.753883696175862,9.284144011720313,-6.057140076571737,-3.637447582475255,2.164327343502532,456.0000000000005
4,-4,6,-4,6,-7,8,-2,8,1,0,-9,8,-9,-2,3,9,-1,0,-3,6,-9,4,-3,10,21.151296650135368,-2.557249056298715,-0.07946419810291354,3.4933288947771586,7.992087709489128,530.0000000000007
3,-4,8,7,-2,-5,7,4,-4,-1,1,1,10,5,-4,2,-7,-3,7,9,-7,-9,0,5,-9,-12.127526991547205,-1.6544176459829671,4.772632301343148,15.030515893179283,11.978796443007747,541.9999999999999
